word,count,independent,bind,len,compound_entropy,spe,rsr
球啊,3,1,0.6667,2,0.9183,0.0,1.0
球游戏,3,1,0.6667,3,0.9183,0.0,13.0
理人,3,1,0.6667,2,0.9183,0.0,4.0
璀璨,3,3,0.3333,2,1.585,-1.0,-1.0
生东京,3,1,0.6667,3,0.9183,0.0,18.0
生我,3,1,0.6667,2,0.9183,0.0,18.0
生种,3,3,0.3333,2,1.585,-1.0,-1.0
生道,3,1,0.6667,2,0.9183,0.0,10.0
甲子,3,3,0.3333,2,1.585,-1.0,-1.0
电竞,3,1,1.0,2,0.9183,0.0,4.0
画风,3,3,0.5,2,1.585,-1.0,-1.0
界中,3,3,0.3333,2,1.585,-1.0,-1.0
界之旅,3,1,0.6667,3,0.9183,0.0,21.0
界从,3,1,0.6667,2,0.9183,0.0,2.0
界做,3,1,0.6667,2,0.9183,0.0,21.0
界只有,3,1,0.6667,3,0.9183,0.0,123.5
界归来,3,3,1.0,3,1.0,-1.0,-1.0
界成,3,3,0.3333,2,1.585,-1.0,-1.0
界武,3,1,0.6667,2,0.9183,0.0,5.5
界生活,3,1,0.6667,3,0.9183,0.0,21.0
界的我,3,1,0.6667,3,0.9183,0.0,21.0
留过学,3,1,0.6667,3,0.9183,0.0,1.0
疯子,3,3,0.3333,2,1.585,-1.0,-1.0
登神,3,1,1.0,2,-1.0,0.0,9.0
百亿,3,3,0.5,2,1.585,-1.0,-1.0
百鬼,3,1,0.6667,2,0.9183,0.0,1.0
的东京,3,1,1.0,3,0.9183,0.0,57.0
的中,3,1,0.6667,2,0.9183,0.0,245.0
的书,3,1,0.6667,2,0.9183,0.0,245.0
的假,3,3,0.3333,2,1.585,-1.0,-1.0
的光,3,1,0.6667,2,0.9183,0.0,245.0
的剑,3,1,0.6667,2,0.9183,0.0,245.0
的副,3,1,0.6667,2,0.9183,0.0,3.0
的后,3,3,0.3333,2,1.585,-1.0,-1.0
的地球,3,1,0.6667,3,0.9183,0.0,2.0
的外,3,3,0.3333,2,1.585,-1.0,-1.0
的妖,3,3,0.3333,2,1.585,-1.0,-1.0
的学霸,3,3,0.5,3,1.0,-1.0,-1.0
的工,3,1,0.6667,2,0.9183,0.0,9.0
的影帝,3,3,0.5,3,1.0,-1.0,-1.0
的御,3,1,0.6667,2,0.9183,0.0,123.0
的恶,3,3,0.3333,2,1.585,-1.0,-1.0
的情报,3,1,0.6667,3,0.9183,0.0,245.0
的我只好,3,3,0.3333,4,1.585,-1.0,-1.0
的我只能去,3,3,0.3333,5,1.585,-1.0,-1.0
的我怎么,3,1,0.6667,4,0.9183,0.0,39.0
的我爆红了,3,3,0.3333,5,1.585,-1.0,-1.0
的我终,3,1,0.6667,3,0.9183,0.0,39.0
的我被迫,3,1,0.6667,4,0.9183,0.0,9.0
的文艺时代,3,1,0.6667,5,0.9183,0.0,245.0
的日常生活,3,3,0.3333,5,1.585,-1.0,-1.0
的时代,3,1,0.6667,3,0.9183,0.0,245.0
的星,3,3,0.3333,2,1.585,-1.0,-1.0
的替身,3,3,0.5,3,1.0,-1.0,-1.0
的末世,3,1,0.6667,3,0.9183,0.0,245.0
的模,3,1,0.6667,2,0.9183,0.0,1.0
的死神,3,3,0.3333,3,1.585,-1.0,-1.0
的海,3,1,0.6667,2,0.9183,0.0,4.0
的火影忍者,3,3,0.3333,5,1.585,-1.0,-1.0
的猎,3,3,0.3333,2,1.585,-1.0,-1.0
的真,3,3,0.3333,2,1.585,-1.0,-1.0
的科技,3,3,0.3333,3,1.585,-1.0,-1.0
的穿,3,1,0.6667,2,0.9183,0.0,3.0
的精,3,1,0.6667,2,0.9183,0.0,4.0
的艺人,3,1,0.6667,3,0.9183,0.0,245.0
的词条,3,3,0.3333,3,1.585,-1.0,-1.0
的邪,3,1,0.6667,2,0.9183,0.0,3.0
的魔法师,3,3,0.3333,4,1.585,-1.0,-1.0
皇的,3,3,0.3333,2,1.585,-1.0,-1.0
监国,3,3,1.0,2,0.9183,-1.0,-1.0
直接,3,1,0.6667,2,0.9183,0.0,245.0
相信,3,1,0.6667,2,0.9183,0.0,37.0
相师,3,1,0.6667,2,0.9183,0.0,85.0
真是太,3,3,0.3333,3,1.585,-1.0,-1.0
真要,3,1,0.6667,2,0.9183,0.0,245.0
眼中的火影世界,3,3,0.3333,7,1.585,-1.0,-1.0
着一,3,1,0.6667,2,0.9183,0.0,1.0
知是,3,1,0.6667,2,0.9183,0.0,1.0
知青,3,1,0.6667,2,0.9183,0.0,28.0
祖了,3,1,0.6667,2,0.9183,0.0,8.0
神之我,3,1,0.6667,3,0.9183,0.0,14.0
神奇,3,3,1.0,2,1.0,-1.0,-1.0
神王,3,3,0.3333,2,1.585,-1.0,-1.0
神竟是我自己,3,3,0.3333,6,1.585,-1.0,-1.0
神纹,3,3,0.3333,2,1.585,-1.0,-1.0
神经,3,1,0.6667,2,0.9183,0.0,4.0
神话纪元,3,3,1.0,4,-1.0,-1.0,-1.0
神降临,3,3,0.3333,3,1.585,-1.0,-1.0
禁区之,3,3,0.3333,3,1.585,-1.0,-1.0
福运,3,3,0.5,2,1.0,-1.0,-1.0
科学的,3,1,0.6667,3,0.9183,0.0,2.0
科幻,3,3,0.5,2,1.585,-1.0,-1.0
科技大,3,1,0.6667,3,0.9183,0.0,6.0
科技系统,3,1,0.6667,4,0.9183,0.0,1.0
秘之,3,1,0.6667,2,0.9183,0.0,35.0
穿越之,3,3,0.3333,3,1.585,-1.0,-1.0
穿越从,3,3,0.3333,3,1.585,-1.0,-1.0
第一人,3,3,0.3333,3,1.585,-1.0,-1.0
第一深情,3,3,0.3333,4,1.585,-1.0,-1.0
第一狠人,3,3,0.3333,4,1.585,-1.0,-1.0
第一玩家,3,3,0.5,4,-1.0,-1.0,-1.0
第二,3,3,0.5,2,1.0,-1.0,-1.0
粉碎星球,3,3,0.3333,4,1.585,-1.0,-1.0
系大,3,3,0.3333,2,1.585,-1.0,-1.0
系巨星,3,3,0.3333,3,1.585,-1.0,-1.0
系统之,3,3,0.5,3,1.0,-1.0,-1.0
系统什么鬼,3,3,0.3333,5,1.585,-1.0,-1.0
系统才来,3,3,1.0,4,0.9183,-1.0,-1.0
红温,3,1,1.0,2,0.9183,0.0,5.0
红色,3,3,1.0,2,1.0,-1.0,-1.0
红警,3,1,0.6667,2,0.9183,0.0,8.0
红龙,3,3,0.3333,2,1.585,-1.0,-1.0
级大,3,1,0.6667,2,0.9183,0.0,35.0
级学霸,3,1,0.6667,3,0.9183,0.0,35.0
级工,3,1,0.6667,2,0.9183,0.0,1.0
级玩家,3,1,0.6667,3,0.9183,0.0,14.0
级神,3,1,0.6667,2,0.9183,0.0,14.0
纪事,3,3,0.3333,2,1.585,-1.0,-1.0
纲手,3,3,0.5,2,1.585,-1.0,-1.0
练级,3,3,0.5,2,1.0,-1.0,-1.0
终于,3,3,0.5,2,1.585,-1.0,-1.0
终成,3,1,0.6667,2,0.9183,0.0,22.0
经纪,3,1,0.6667,2,0.9183,0.0,48.0
绑架,3,1,1.0,2,0.9183,0.0,69.0
给你,3,3,0.5,2,1.0,-1.0,-1.0
统的,3,1,0.6667,2,0.9183,0.0,16.0
维度魔神,3,3,0.5,4,1.0,-1.0,-1.0
绿茵,3,3,0.3333,2,1.585,-1.0,-1.0
网游之神,3,1,0.6667,4,0.9183,0.0,18.0
美剧,3,3,0.5,2,1.0,-1.0,-1.0
美少女,3,3,0.3333,3,1.585,-1.0,-1.0
美漫之,3,1,0.6667,3,0.9183,0.0,14.0
美漫大,3,3,0.3333,3,1.585,-1.0,-1.0
老大,3,1,0.6667,2,0.9183,0.0,23.0
老祖宗,3,3,0.3333,3,1.585,-1.0,-1.0
而已,3,3,0.3333,2,1.585,-1.0,-1.0
职业面板,3,1,0.6667,4,0.9183,0.0,53.0
职艺术家,3,1,0.6667,4,0.9183,0.0,13.0
能修,3,3,0.3333,2,1.585,-1.0,-1.0
能处,3,3,0.3333,2,1.585,-1.0,-1.0
能开始,3,3,0.3333,3,1.585,-1.0,-1.0
能点,3,1,1.0,2,0.9183,0.0,4.0
能量,3,1,0.6667,2,0.9183,0.0,4.0
脱下,3,1,0.6667,2,0.9183,0.0,1.0
致命,3,3,0.5,2,1.0,-1.0,-1.0
良医,3,3,0.3333,2,1.585,-1.0,-1.0
艾尔登,3,1,1.0,3,0.9183,0.0,1.0
花宝,3,1,0.6667,2,0.9183,0.0,1.0
荒岛,3,3,0.5,2,1.585,-1.0,-1.0
药了,3,3,1.0,2,0.9183,-1.0,-1.0
药铺,3,1,0.6667,2,0.9183,0.0,126.0
莽荒,3,1,1.0,2,0.9183,0.0,1.0
落网,3,1,1.0,2,0.9183,0.0,7.0
蓝银草,3,3,1.0,3,1.0,-1.0,-1.0
虚空,3,1,0.6667,2,0.9183,0.0,138.0
行天下,3,3,0.3333,3,1.585,-1.0,-1.0
被人,3,3,0.3333,2,1.585,-1.0,-1.0
被全,3,1,0.6667,2,0.9183,0.0,6.0
被唐,3,1,0.6667,2,0.9183,0.0,16.0
被我,3,3,0.3333,2,1.585,-1.0,-1.0
被曝光了,3,1,0.6667,4,0.9183,0.0,245.0
被迫成为,3,3,0.5,4,1.585,-1.0,-1.0
装备栏,3,1,0.6667,3,0.9183,0.0,9.0
西游开,3,1,0.6667,3,0.9183,0.0,75.0
观众,3,3,0.5,2,1.0,-1.0,-1.0
警事,3,3,0.3333,2,1.585,-1.0,-1.0
让你做游戏,3,3,0.0,5,-1.0,-1.0,-1.0
训练师,3,3,0.3333,3,1.585,-1.0,-1.0
记忆,3,3,0.5,2,1.0,-1.0,-1.0
说你,3,3,0.5,2,1.0,-1.0,-1.0
请叫我,3,3,0.3333,3,1.585,-1.0,-1.0
请陛下称,3,1,0.6667,4,0.9183,0.0,1.0
诸天神,3,1,0.6667,3,0.9183,0.0,4.0
谁把,3,3,0.3333,2,1.585,-1.0,-1.0
谁教你这,3,1,0.6667,4,0.9183,0.0,1.0
谁说我,3,3,0.3333,3,1.585,-1.0,-1.0
谁谈恋爱啊,3,1,0.6667,5,0.9183,0.0,69.0
调查员,3,3,0.3333,3,1.585,-1.0,-1.0
走出的强者,3,1,0.6667,5,0.9183,0.0,4.0
起家,3,1,0.6667,2,0.9183,0.0,1.0
超凡世界,3,3,0.5,4,1.0,-1.0,-1.0
超凡大,3,3,0.3333,3,1.585,-1.0,-1.0
超品,3,3,0.3333,2,1.585,-1.0,-1.0
超市,3,3,0.5,2,1.0,-1.0,-1.0
超有,3,3,0.3333,2,1.585,-1.0,-1.0
跑出,3,3,0.5,2,1.0,-1.0,-1.0
身份被,3,1,0.6667,3,0.9183,0.0,1.0
身的,3,3,0.3333,2,1.585,-1.0,-1.0
运之,3,1,0.6667,2,0.9183,0.0,4.5
还好我,3,1,0.6667,3,0.9183,0.0,97.0
还是,3,3,0.5,2,1.0,-1.0,-1.0
这个世界,3,3,0.5,4,1.585,-1.0,-1.0
这个中,3,1,1.0,3,0.9183,0.0,1.0
这个主,3,3,0.3333,3,1.585,-1.0,-1.0
这个导演,3,3,0.3333,4,1.585,-1.0,-1.0
这个影帝,3,1,0.6667,4,0.9183,0.0,9.0
这个文,3,1,0.6667,3,0.9183,0.0,16.0
这个武圣,3,3,0.3333,4,1.585,-1.0,-1.0
这个男人太,3,3,0.3333,5,1.585,-1.0,-1.0
这个皇,3,1,0.6667,3,0.9183,0.0,5.0
这个选手,3,3,0.3333,4,1.585,-1.0,-1.0
这主播,3,1,0.6667,3,0.9183,0.0,21.0
这位,3,3,0.3333,2,1.585,-1.0,-1.0
这只,3,3,1.0,2,1.0,-1.0,-1.0
这是我,3,1,0.6667,3,0.9183,0.0,232.0
这顶流,3,3,1.0,3,1.0,-1.0,-1.0
迹之,3,1,0.6667,2,0.9183,0.0,1.0
追求,3,3,0.5,2,1.0,-1.0,-1.0
逆天啊,3,3,0.3333,3,1.585,-1.0,-1.0
逆袭系统来了,3,3,0.5,6,1.585,-1.0,-1.0
通古,3,1,0.6667,2,0.9183,0.0,12.0
造化之,3,3,0.3333,3,1.585,-1.0,-1.0
逮捕,3,3,0.5,2,1.585,-1.0,-1.0
遍地,3,3,0.5,2,1.0,-1.0,-1.0
道从,3,1,0.6667,2,0.9183,0.0,19.0
道无,3,3,0.3333,2,1.585,-1.0,-1.0
道生,3,1,0.6667,2,0.9183,0.0,1.5
道的,3,3,0.3333,2,1.585,-1.0,-1.0
道真,3,3,0.3333,2,1.585,-1.0,-1.0
道证,3,1,0.6667,2,0.9183,0.0,1.5
道长别,3,1,0.6667,3,0.9183,0.0,1.0
那就,3,3,1.0,2,1.0,-1.0,-1.0
邪修,3,3,0.5,2,1.585,-1.0,-1.0
邪恶,3,1,0.6667,2,0.9183,0.0,232.0
邪魔,3,3,1.0,2,0.9183,-1.0,-1.0
都别,3,3,0.5,2,1.585,-1.0,-1.0
都大,3,3,0.5,2,1.0,-1.0,-1.0
都是真,3,1,0.6667,3,0.9183,0.0,4.0
酒剑,3,1,1.0,2,0.9183,0.0,28.0
醉枕,3,3,0.3333,2,1.585,-1.0,-1.0
里的大,3,3,0.3333,3,1.585,-1.0,-1.0
重启人生,3,3,1.0,4,-1.0,-1.0,-1.0
重生之实业,3,1,0.6667,5,0.9183,0.0,2.0
重生之最强,3,3,0.3333,5,1.585,-1.0,-1.0
重生之神级,3,3,0.3333,5,1.585,-1.0,-1.0
重生女,3,1,0.6667,3,0.9183,0.0,1.0
重生小,3,3,0.3333,3,1.585,-1.0,-1.0
重生过去,3,1,0.6667,4,0.9183,0.0,52.0
金丹,3,3,0.5,2,1.0,-1.0,-1.0
钢铁侠,3,3,0.3333,3,1.585,-1.0,-1.0
长河,3,3,0.5,2,1.585,-1.0,-1.0
长生武道,3,3,0.0,4,-1.0,-1.0,-1.0
长生路,3,1,0.6667,3,0.9183,0.0,7.0
门大,3,3,0.3333,2,1.585,-1.0,-1.0
闺蜜,3,3,0.3333,2,1.585,-1.0,-1.0
阎王,3,1,0.6667,2,0.9183,0.0,1.0
队友,3,3,0.5,2,1.585,-1.0,-1.0
阳间,3,1,1.0,2,0.9183,0.0,61.0
阴影,3,1,0.6667,2,0.9183,0.0,1.0
阿斯,3,3,0.5,2,1.0,-1.0,-1.0
限制级,3,3,0.3333,3,1.585,-1.0,-1.0
陪练,3,3,0.5,2,1.0,-1.0,-1.0
随机,3,3,0.5,2,1.0,-1.0,-1.0
随身带个,3,3,0.3333,4,1.585,-1.0,-1.0
隐秘,3,3,0.3333,2,1.585,-1.0,-1.0
零后,3,1,0.6667,2,0.9183,0.0,5.0
霍格沃茨开,3,1,0.6667,5,0.9183,0.0,75.0
霸天下,3,1,0.6667,3,0.9183,0.0,1.0
青城,3,1,0.6667,2,0.9183,0.0,2.0
非常,3,1,0.6667,2,0.9183,0.0,1.5
韩娱之,3,3,0.3333,3,1.585,-1.0,-1.0
顶流了,3,3,0.3333,3,1.585,-1.0,-1.0
飞行,3,3,0.3333,2,1.585,-1.0,-1.0
餐厅,3,3,0.5,2,1.0,-1.0,-1.0
骷髅兵,3,3,0.5,3,1.0,-1.0,-1.0
魔了,3,3,0.3333,2,1.585,-1.0,-1.0
魔开始,3,3,0.5,3,1.0,-1.0,-1.0
魔教教主,3,1,0.6667,4,0.9183,0.0,97.0
魔道,3,3,0.5,2,1.0,-1.0,-1.0
鹰犬,3,1,0.6667,2,0.9183,0.0,1.0
黄金时代,3,3,0.5,4,1.585,-1.0,-1.0
黑魔,3,1,0.6667,2,0.9183,0.0,10.0
龙的,3,1,0.6667,2,0.9183,0.0,245.0
龙皇,3,3,0.5,2,1.0,-1.0,-1.0
一个修仙,2,2,0.5,4,1.0,-1.0,-1.0
一个星,2,2,0.5,3,1.0,-1.0,-1.0
一个武道,2,2,0.5,4,1.0,-1.0,-1.0
一个魔,2,2,0.5,3,1.0,-1.0,-1.0
一人之下的,2,2,0.5,5,-1.0,-1.0,-1.0
一六,2,2,0.5,2,1.0,-1.0,-1.0
一切从,2,2,0.5,3,-1.0,-1.0,-1.0
一剑斩,2,2,0.5,3,-1.0,-1.0,-1.0
一句,2,2,0.5,2,-1.0,-1.0,-1.0
一只猫,2,2,0.5,3,-1.0,-1.0,-1.0
一号,2,2,0.5,2,-1.0,-1.0,-1.0
一夕,2,2,0.5,2,-1.0,-1.0,-1.0
一太,2,2,0.5,2,1.0,-1.0,-1.0
一心修仙,2,2,0.0,4,-1.0,-1.0,-1.0
一生,2,2,0.5,2,-1.0,-1.0,-1.0
一百年,2,2,0.5,3,-1.0,-1.0,-1.0
一笑,2,2,0.5,2,-1.0,-1.0,-1.0
一线,2,2,0.5,2,-1.0,-1.0,-1.0
一群,2,2,0.5,2,1.0,-1.0,-1.0
一面,2,2,0.5,2,1.0,-1.0,-1.0
万人,2,2,1.0,2,1.0,-1.0,-1.0
万古最强,2,2,0.5,4,-1.0,-1.0,-1.0
万妖之祖,2,2,1.0,4,-1.0,-1.0,-1.0
万寿,2,2,1.0,2,1.0,-1.0,-1.0
万法道君,2,2,1.0,4,-1.0,-1.0,-1.0
万物信息,2,2,0.5,4,-1.0,-1.0,-1.0
万界武侠,2,2,0.5,4,-1.0,-1.0,-1.0
万界的,2,2,0.5,3,1.0,-1.0,-1.0
丈夫,2,2,0.5,2,-1.0,-1.0,-1.0
三十而立,2,2,0.0,4,-1.0,-1.0,-1.0
三千万,2,2,0.5,3,-1.0,-1.0,-1.0
三国从救曹操,2,2,0.5,6,-1.0,-1.0,-1.0
三国演义,2,2,0.5,4,-1.0,-1.0,-1.0
三眼,2,2,0.5,2,-1.0,-1.0,-1.0
上下,2,2,0.5,2,1.0,-1.0,-1.0
上台,2,2,1.0,2,1.0,-1.0,-1.0
上大学,2,2,1.0,3,1.0,-1.0,-1.0
上帝之,2,2,0.5,3,-1.0,-1.0,-1.0
上海,2,2,0.5,2,1.0,-1.0,-1.0
下围棋啊,2,2,0.5,4,-1.0,-1.0,-1.0
不下去了,2,2,0.5,4,-1.0,-1.0,-1.0
不为妃,2,2,0.5,3,-1.0,-1.0,-1.0
不二,2,2,0.5,2,-1.0,-1.0,-1.0
不会真有人觉得,2,2,0.5,7,-1.0,-1.0,-1.0
不住了,2,2,0.5,3,-1.0,-1.0,-1.0
不养,2,2,0.5,2,1.0,-1.0,-1.0
不凡,2,2,0.5,2,-1.0,-1.0,-1.0
不削能玩,2,2,0.0,4,-1.0,-1.0,-1.0
不务正业,2,2,0.5,4,-1.0,-1.0,-1.0
不可名状的,2,2,0.5,5,-1.0,-1.0,-1.0
不太冷,2,2,0.5,3,-1.0,-1.0,-1.0
不对劲啊,2,2,0.5,4,-1.0,-1.0,-1.0
不小心,2,2,0.5,3,1.0,-1.0,-1.0
不打,2,2,1.0,2,1.0,-1.0,-1.0
不放纵能叫,2,2,0.5,5,-1.0,-1.0,-1.0
不易,2,2,0.5,2,-1.0,-1.0,-1.0
不是文,2,2,0.5,3,1.0,-1.0,-1.0
不是神,2,2,0.5,3,1.0,-1.0,-1.0
不是精,2,2,0.5,3,1.0,-1.0,-1.0
不是龙,2,2,0.5,3,1.0,-1.0,-1.0
不用,2,2,0.5,2,1.0,-1.0,-1.0
不相信,2,2,0.5,3,1.0,-1.0,-1.0
不知道我,2,2,0.5,4,1.0,-1.0,-1.0
不群,2,2,0.5,2,-1.0,-1.0,-1.0
不行,2,2,0.5,2,1.0,-1.0,-1.0
不该,2,2,0.5,2,1.0,-1.0,-1.0
不配,2,2,0.5,2,-1.0,-1.0,-1.0
世之召唤,2,2,0.5,4,1.0,-1.0,-1.0
世书,2,2,0.5,2,-1.0,-1.0,-1.0
世医,2,2,0.5,2,1.0,-1.0,-1.0
世妖,2,2,0.5,2,1.0,-1.0,-1.0
世武,2,2,0.5,2,1.0,-1.0,-1.0
世生,2,2,0.5,2,1.0,-1.0,-1.0
世界上,2,2,0.5,3,1.0,-1.0,-1.0
世界之旅,2,2,0.5,4,-1.0,-1.0,-1.0
世界做,2,2,0.5,3,1.0,-1.0,-1.0
世界大抽奖,2,2,0.5,5,-1.0,-1.0,-1.0
世界大穿越,2,2,0.5,5,-1.0,-1.0,-1.0
世界开始当,2,2,0.5,5,1.0,-1.0,-1.0
世界的我,2,2,0.5,4,1.0,-1.0,-1.0
世界的武,2,2,0.5,4,1.0,-1.0,-1.0
业大亨,2,2,0.5,3,-1.0,-1.0,-1.0
业巨头,2,2,0.5,3,-1.0,-1.0,-1.0
业开始,2,2,0.5,3,-1.0,-1.0,-1.0
业狂魔,2,2,0.5,3,-1.0,-1.0,-1.0
业的,2,2,0.5,2,-1.0,-1.0,-1.0
业者,2,2,0.5,2,-1.0,-1.0,-1.0
东京文,2,2,0.5,3,-1.0,-1.0,-1.0
两万,2,2,0.5,2,1.0,-1.0,-1.0
两千年,2,2,0.5,3,-1.0,-1.0,-1.0
个剑,2,2,0.5,2,1.0,-1.0,-1.0
个女,2,2,0.5,2,1.0,-1.0,-1.0
个家,2,2,0.5,2,-1.0,-1.0,-1.0
个小,2,2,0.5,2,1.0,-1.0,-1.0
个我同时穿越,2,2,0.5,6,-1.0,-1.0,-1.0
个沙,2,2,0.5,2,1.0,-1.0,-1.0
个综艺,2,2,0.5,3,1.0,-1.0,-1.0
个网,2,2,0.5,2,1.0,-1.0,-1.0
个老,2,2,0.5,2,1.0,-1.0,-1.0
个超,2,2,0.5,2,1.0,-1.0,-1.0
个都,2,2,0.5,2,1.0,-1.0,-1.0
个高武,2,2,0.5,3,1.0,-1.0,-1.0
中奖一,2,2,0.5,3,1.0,-1.0,-1.0
中走出的强者,2,2,0.5,6,-1.0,-1.0,-1.0
临异世,2,2,0.5,3,-1.0,-1.0,-1.0
临渊,2,2,0.5,2,-1.0,-1.0,-1.0
临诸天,2,2,0.5,3,-1.0,-1.0,-1.0
临门,2,2,0.5,2,-1.0,-1.0,-1.0
丹开始,2,2,0.5,3,-1.0,-1.0,-1.0
丹朱,2,2,1.0,2,-1.0,-1.0,-1.0
为天,2,2,0.5,2,1.0,-1.0,-1.0
为贵,2,2,0.5,2,-1.0,-1.0,-1.0
为锋,2,2,0.5,2,-1.0,-1.0,-1.0
主之路,2,2,0.5,3,-1.0,-1.0,-1.0
主持人,2,2,0.5,3,1.0,-1.0,-1.0
主神挂了,2,2,1.0,4,-1.0,-1.0,-1.0
主饲养,2,2,0.5,3,1.0,-1.0,-1.0
之万,2,2,0.5,2,1.0,-1.0,-1.0
之书,2,2,0.5,2,-1.0,-1.0,-1.0
之二,2,2,0.5,2,1.0,-1.0,-1.0
之亡灵,2,2,0.5,3,1.0,-1.0,-1.0
之人生,2,2,0.5,3,1.0,-1.0,-1.0
之仙,2,2,0.5,2,1.0,-1.0,-1.0
之代,2,2,0.5,2,1.0,-1.0,-1.0
之侠,2,2,0.5,2,1.0,-1.0,-1.0
之全民,2,2,0.5,3,1.0,-1.0,-1.0
之内,2,2,0.5,2,1.0,-1.0,-1.0
之刃,2,2,0.5,2,-1.0,-1.0,-1.0
之剧,2,2,0.5,2,1.0,-1.0,-1.0
之十,2,2,0.5,2,1.0,-1.0,-1.0
之千,2,2,0.5,2,1.0,-1.0,-1.0
之卡,2,2,0.5,2,1.0,-1.0,-1.0
之召唤猛将,2,2,0.5,5,-1.0,-1.0,-1.0
之商,2,2,0.5,2,1.0,-1.0,-1.0
之四,2,2,0.5,2,1.0,-1.0,-1.0
之大道,2,2,0.5,3,1.0,-1.0,-1.0
之妖皇,2,2,0.5,3,1.0,-1.0,-1.0
之崛起,2,2,0.5,3,-1.0,-1.0,-1.0
之巫,2,2,0.5,2,1.0,-1.0,-1.0
之平,2,2,0.5,2,1.0,-1.0,-1.0
之幸福日常,2,2,0.5,5,-1.0,-1.0,-1.0
之开局一个,2,2,0.5,5,1.0,-1.0,-1.0
之开局签到,2,2,0.5,5,1.0,-1.0,-1.0
之我只,2,2,0.5,3,1.0,-1.0,-1.0
之我是传奇,2,2,0.5,5,-1.0,-1.0,-1.0
之我有,2,2,0.5,3,1.0,-1.0,-1.0
之我真不是,2,2,0.5,5,1.0,-1.0,-1.0
之我要,2,2,0.5,3,1.0,-1.0,-1.0
之文豪崛起,2,2,0.5,5,-1.0,-1.0,-1.0
之日月,2,2,0.5,3,1.0,-1.0,-1.0
之明星,2,2,0.5,3,1.0,-1.0,-1.0
之暗,2,2,0.5,2,1.0,-1.0,-1.0
之最强大,2,2,0.5,4,1.0,-1.0,-1.0
之极,2,2,0.5,2,1.0,-1.0,-1.0
之死神,2,2,0.5,3,1.0,-1.0,-1.0
之流,2,2,0.5,2,1.0,-1.0,-1.0
之深渊,2,2,0.5,3,1.0,-1.0,-1.0
之漫,2,2,0.5,2,1.0,-1.0,-1.0
之灵,2,2,0.5,2,1.0,-1.0,-1.0
之狐,2,2,0.5,2,-1.0,-1.0,-1.0
之狩,2,2,0.5,2,1.0,-1.0,-1.0
之男,2,2,0.5,2,1.0,-1.0,-1.0
之祸害,2,2,0.5,3,-1.0,-1.0,-1.0
之穿越,2,2,0.5,3,1.0,-1.0,-1.0
之系统,2,2,0.5,3,1.0,-1.0,-1.0
之红,2,2,0.5,2,1.0,-1.0,-1.0
之绝世,2,2,0.5,3,1.0,-1.0,-1.0
之老,2,2,0.5,2,1.0,-1.0,-1.0
之职业,2,2,1.0,3,1.0,-1.0,-1.0
之胜者,2,2,0.5,3,1.0,-1.0,-1.0
之花,2,2,0.5,2,1.0,-1.0,-1.0
之虚空,2,2,0.5,3,1.0,-1.0,-1.0
之西,2,2,0.5,2,1.0,-1.0,-1.0
之财,2,2,0.5,2,1.0,-1.0,-1.0
之问道,2,2,0.5,3,1.0,-1.0,-1.0
之霍雨浩,2,2,0.5,4,1.0,-1.0,-1.0
之风,2,2,0.5,2,1.0,-1.0,-1.0
之魔,2,2,0.5,2,1.0,-1.0,-1.0
之黑暗,2,2,0.5,3,1.0,-1.0,-1.0
乘龙,2,2,1.0,2,-1.0,-1.0,-1.0
九二,2,2,0.5,2,1.0,-1.0,-1.0
九六,2,2,0.5,2,-1.0,-1.0,-1.0
九重天,2,2,0.5,3,-1.0,-1.0,-1.0
也太,2,2,0.5,2,1.0,-1.0,-1.0
也能,2,2,0.5,2,1.0,-1.0,-1.0
书里,2,2,0.5,2,1.0,-1.0,-1.0
乱臣贼子,2,2,0.5,4,-1.0,-1.0,-1.0
乾隆,2,2,1.0,2,-1.0,-1.0,-1.0
了一切,2,2,0.5,3,-1.0,-1.0,-1.0
了一只,2,2,0.5,3,1.0,-1.0,-1.0
了一座,2,2,0.5,3,1.0,-1.0,-1.0
了救世,2,2,0.5,3,1.0,-1.0,-1.0
了时间线,2,2,0.5,4,-1.0,-1.0,-1.0
了最强,2,2,0.5,3,1.0,-1.0,-1.0
了灭世,2,2,0.5,3,1.0,-1.0,-1.0
了灭霸,2,2,0.5,3,1.0,-1.0,-1.0
了百,2,2,0.5,2,1.0,-1.0,-1.0
了神话,2,2,0.5,3,1.0,-1.0,-1.0
了诡异,2,2,0.5,3,1.0,-1.0,-1.0
了谁谈恋爱啊,2,2,0.5,6,-1.0,-1.0,-1.0
了谁还打,2,2,0.5,4,1.0,-1.0,-1.0
了过,2,2,0.5,2,1.0,-1.0,-1.0
了魔皇,2,2,0.5,3,-1.0,-1.0,-1.0
了魔门,2,2,0.5,3,1.0,-1.0,-1.0
事就,2,2,0.5,2,1.0,-1.0,-1.0
二十,2,2,0.5,2,1.0,-1.0,-1.0
二大,2,2,0.5,2,1.0,-1.0,-1.0
二郎,2,2,0.5,2,1.0,-1.0,-1.0
云之,2,2,0.5,2,1.0,-1.0,-1.0
互穿了,2,2,0.5,3,-1.0,-1.0,-1.0
五代,2,2,0.5,2,-1.0,-1.0,-1.0
五影,2,2,1.0,2,1.0,-1.0,-1.0
五老,2,2,1.0,2,1.0,-1.0,-1.0
