word,count,independent,bind,len,compound_entropy,spe,rsr
球之,5,1,0.8,2,0.7219,0.9183,6.6667
球神,5,3,0.5,2,1.5,0.0,7.0
生存指南,5,5,0.2,4,2.3219,-1.0,-1.0
生活录,5,5,0.2,3,2.3219,-1.0,-1.0
生物,5,5,0.25,2,2.0,-1.0,-1.0
生者,5,1,0.4,2,1.5219,0.0,14.0
电子,5,5,0.25,2,2.0,-1.0,-1.0
电影世界,5,3,0.4,4,1.9219,0.0,85.0
界修,5,3,0.4,2,1.9219,0.0,28.0
界第一,5,2,0.6,3,1.371,0.0,21.0
界都,5,2,0.6,2,1.371,0.0,2.0
登陆,5,2,0.6,2,1.371,0.0,2.0
白蛇,5,5,0.25,2,2.0,-1.0,-1.0
的宇,5,1,0.8,2,0.7219,0.0,1.0
的年代,5,2,0.6,3,1.371,0.0,245.0
的男人,5,3,0.4,3,1.9219,0.0,1.0
的自我修养,5,5,0.2,5,2.3219,-1.0,-1.0
的长生,5,5,0.2,3,2.3219,-1.0,-1.0
的霍格沃茨,5,5,1.0,5,2.585,-1.0,-1.0
的青,5,2,0.4,2,1.9219,1.0,123.0
皇子,5,5,0.25,2,2.0,-1.0,-1.0
真君,5,5,0.5,2,1.585,-1.0,-1.0
真有,5,2,0.6,2,1.371,0.0,15.6
祖国,5,1,0.8,2,0.7219,0.0,32.3333
神秘复苏,5,5,0.5,4,1.5,-1.0,-1.0
神空间,5,1,0.8,3,0.7219,0.0,13.0
神道,5,5,0.5,2,1.0,-1.0,-1.0
禁忌,5,1,0.6667,2,0.9183,1.0,1.0
科学家,5,1,0.4,3,1.5219,0.0,43.0
科技帝国,5,5,1.0,4,1.0,-1.0,-1.0
秦始皇,5,2,0.6,3,1.371,0.0,97.0
秦时明月之,5,5,0.2,5,2.3219,-1.0,-1.0
穿了,5,3,0.5,2,1.585,0.0,2.0
竟然,5,3,0.4,2,1.9219,0.0,21.0
系统才,5,2,1.0,3,0.7219,0.0,3.0
练成,5,1,0.8,2,0.7219,0.0,23.0
组织,5,2,0.6,2,1.0,0.0,2.0
经理,5,3,0.5,2,1.5,0.0,48.0
编造,5,3,0.6667,2,1.5,0.0,245.0
联网,5,2,0.6,2,1.371,0.0,2.0
肝经验,5,2,0.6,3,1.371,0.0,102.0
能加点,5,5,0.5,3,1.0,-1.0,-1.0
能提,5,1,0.8,2,0.7219,0.9852,54.8571
能有什么坏心思,5,5,0.2,7,2.3219,-1.0,-1.0
舰娘,5,1,1.0,2,0.0,1.0,185.0
节目,5,5,0.3333,2,1.9219,-1.0,-1.0
花开,5,5,0.5,2,1.0,-1.0,-1.0
苟成,5,5,0.3333,2,1.585,-1.0,-1.0
荣光,5,5,0.2,2,2.3219,-1.0,-1.0
药师,5,5,0.3333,2,2.0,-1.0,-1.0
蒸汽,5,3,0.5,2,1.0,0.0,5.0
蓝星,5,5,0.3333,2,1.9219,-1.0,-1.0
蜘蛛侠,5,5,1.0,3,0.9183,-1.0,-1.0
蝙蝠侠,5,5,0.5,3,1.5,-1.0,-1.0
血条,5,3,0.5,2,1.9219,0.0,15.0
被女,5,3,0.4,2,1.9219,0.0,2.0
计划,5,3,0.4,2,1.9219,0.0,39.0
让你做,5,2,0.6,3,1.371,0.0,22.0
设计师,5,2,1.0,3,1.7925,0.0,22.0
话事人,5,5,0.2,3,2.3219,-1.0,-1.0
诡道,5,3,1.0,2,2.2516,0.0,17.0
说我是,5,3,0.4,3,1.9219,0.0,3.0
请自重,5,5,0.2,3,2.3219,-1.0,-1.0
谁说,5,2,0.6,2,1.371,0.0,245.0
调教,5,3,0.5,2,1.5,0.0,85.0
调查,5,2,0.6,2,1.371,0.0,2.0
财富自由,5,5,0.5,4,1.371,-1.0,-1.0
贼开始,5,2,0.6,3,1.371,0.0,1.0
赛博朋克,5,5,1.0,4,0.8113,-1.0,-1.0
赢家,5,1,0.8,2,0.7219,0.0,9.6667
赶山,5,5,0.3333,2,2.0,-1.0,-1.0
超维,5,5,0.2,2,2.3219,-1.0,-1.0
身边,5,3,0.4,2,1.585,0.0,1.0
轨迹,5,3,0.4,2,1.9219,0.0,1.0
轮回者,5,5,0.5,3,1.585,-1.0,-1.0
边缘,5,3,0.4,2,1.585,0.0,232.0
还好,5,2,0.75,2,1.371,0.0,149.8
还要,5,5,0.3333,2,1.9219,-1.0,-1.0
这不是,5,5,1.0,3,0.9183,-1.0,-1.0
这个医生,5,5,0.2,4,2.3219,-1.0,-1.0
这个宇智波,5,5,0.25,5,2.3219,-1.0,-1.0
远征,5,3,0.6667,2,1.5,0.0,5.0
逆流,5,5,1.0,2,2.585,-1.0,-1.0
逆袭系统,5,2,0.75,4,0.8113,0.0,2.0
造者,5,1,1.0,2,1.2516,0.0,1.0
道果,5,3,0.6667,2,0.9183,0.0,102.0
道独,5,2,0.6,2,1.371,0.971,5.4
遮天之,5,5,0.2,3,2.3219,-1.0,-1.0
都不,5,3,0.4,2,1.9219,0.0,1.0
都想,5,2,0.4,2,1.9219,1.0,3.5
都是我,5,5,0.2,3,2.3219,-1.0,-1.0
都重生了谁还,5,5,0.2,6,2.3219,-1.0,-1.0
重生之我是,5,5,0.25,5,2.3219,-1.0,-1.0
重生大,5,3,1.0,3,2.2516,0.0,1.0
重生日本,5,3,1.0,4,2.2516,0.0,52.0
铁血,5,1,1.0,2,0.0,1.0,43.0
长夜,5,5,0.5,2,1.0,-1.0,-1.0
长子,5,5,1.0,2,1.0,-1.0,-1.0
长生修,5,1,0.8,3,0.7219,0.0,28.0
长生武,5,2,1.0,3,1.7925,0.0,22.0
门开始,5,5,1.0,3,2.585,-1.0,-1.0
阴间,5,2,0.5,2,1.5,1.0,49.0
阴阳,5,5,0.3333,2,1.585,-1.0,-1.0
院开始,5,1,0.5,3,1.0,0.0,5.0
除魔,5,3,0.4,2,1.585,0.0,1.0
霍雨浩,5,3,0.5,3,1.5,0.0,138.0
霸王,5,3,0.4,2,1.9219,0.0,1.0
非人,5,1,0.4,2,1.5219,0.0,1.5
风华,5,5,1.0,2,2.585,-1.0,-1.0
首富从,5,5,1.0,3,2.585,-1.0,-1.0
骑砍,5,5,0.3333,2,1.585,-1.0,-1.0
鬼神,5,3,0.5,2,1.0,0.0,2.0
魅魔,5,5,0.3333,2,1.585,-1.0,-1.0
魔兽,5,5,0.5,2,1.0,-1.0,-1.0
黑粉,5,2,0.75,2,1.0,0.0,1.0
龙族开始,5,1,0.8,4,0.7219,0.0,126.0
一年,4,4,0.5,2,1.585,-1.0,-1.0
一条,4,4,0.3333,2,2.0,-1.0,-1.0
一点,4,4,0.5,2,1.0,-1.0,-1.0
一等,4,4,0.5,2,1.0,-1.0,-1.0
一道,4,4,0.3333,2,2.0,-1.0,-1.0
万族,4,4,0.3333,2,2.0,-1.0,-1.0
三十年,4,4,0.25,3,2.0,-1.0,-1.0
三年,4,4,1.0,2,0.9183,-1.0,-1.0
三界,4,4,0.25,2,2.0,-1.0,-1.0
上了,4,4,0.3333,2,1.585,-1.0,-1.0
下第一,4,1,0.75,3,0.8113,0.0,26.0
不可能是,4,1,0.75,4,0.8113,0.0,245.0
不装了,4,4,1.0,3,-1.0,-1.0,-1.0
不许,4,4,0.5,2,1.0,-1.0,-1.0
不过,4,4,0.3333,2,1.585,-1.0,-1.0
专属,4,1,0.75,2,0.8113,0.0,53.0
世民,4,1,1.0,2,0.8113,0.0,3.0
世间,4,2,0.6667,2,0.9183,0.0,48.0
个游戏,4,2,0.5,3,1.5,0.0,2.0
个演员,4,2,0.5,3,1.0,0.0,16.0
中医,4,4,0.5,2,1.0,-1.0,-1.0
中单,4,2,0.6667,2,1.5,0.0,5.0
中国,4,4,0.5,2,1.585,-1.0,-1.0
中奖,4,1,1.0,2,0.9183,1.0,25.5
中年,4,2,1.0,2,0.8113,0.0,1.0
为何,4,4,0.3333,2,2.0,-1.0,-1.0
为师,4,4,0.5,2,1.585,-1.0,-1.0
主开,4,1,0.75,2,0.8113,0.971,19.6
主持,4,2,0.6667,2,0.9183,0.0,48.0
主神空间,4,4,0.5,4,1.0,-1.0,-1.0
么都,4,1,0.75,2,0.8113,0.0,2.0
之传奇,4,4,0.25,3,2.0,-1.0,-1.0
之军,4,4,0.25,2,2.0,-1.0,-1.0
之劫,4,4,0.25,2,2.0,-1.0,-1.0
之圣,4,4,0.25,2,2.0,-1.0,-1.0
之实,4,1,0.75,2,0.8113,0.0,17.9
之小,4,2,0.5,2,1.5,0.0,30.0
之无限,4,4,0.25,3,2.0,-1.0,-1.0
之这个,4,4,0.25,3,2.0,-1.0,-1.0
之重,4,2,0.5,2,1.5,0.0,11.0
九零,4,4,0.5,2,1.0,-1.0,-1.0
书生,4,4,0.5,2,1.0,-1.0,-1.0
乾坤,4,2,0.5,2,1.5,0.0,1.0
了吗,4,4,0.25,2,2.0,-1.0,-1.0
了我的,4,2,0.5,3,1.5,0.0,39.0
了游戏,4,1,0.75,3,0.8113,0.971,8.2
争锋,4,2,0.5,2,1.5,0.0,1.0
五五开,4,4,0.3333,3,2.0,-1.0,-1.0
人世,4,2,0.5,2,1.5,0.0,8.0
人了,4,4,0.25,2,2.0,-1.0,-1.0
人只,4,1,0.75,2,0.8113,0.971,24.8
人在北美,4,4,0.5,4,1.5,-1.0,-1.0
人在大,4,2,0.5,3,1.5,0.0,3.0
人在诸天,4,4,0.0,4,-1.0,-1.0,-1.0
人在高,4,1,0.75,3,0.8113,0.0,19.0
人族,4,4,0.3333,2,1.585,-1.0,-1.0
人生赢家,4,2,0.5,4,1.5,0.0,6.0
人设崩了,4,2,0.5,4,1.5,0.0,14.0
人道,4,4,0.25,2,2.0,-1.0,-1.0
亿万,4,4,0.25,2,2.0,-1.0,-1.0
从今天,4,1,0.75,3,0.8113,0.0,102.0
从修,4,4,0.5,2,1.0,-1.0,-1.0
从吞噬,4,2,0.5,3,1.5,0.0,102.0
从和,4,4,1.0,2,0.9183,-1.0,-1.0
从太,4,4,1.0,2,0.8113,-1.0,-1.0
从山,4,2,1.0,2,1.0,0.0,1.0
从庆余年,4,1,1.0,4,0.8113,0.0,102.0
从成为,4,4,1.0,3,0.8113,-1.0,-1.0
从我,4,2,0.5,2,1.5,0.0,97.0
从打,4,2,1.0,2,0.9183,0.0,5.0
从拜师,4,4,0.5,3,1.585,-1.0,-1.0
从文,4,4,1.0,2,1.0,-1.0,-1.0
从无,4,2,0.5,2,1.5,0.0,3.0
从木叶,4,1,0.75,3,0.8113,0.0,102.0
从每日情报,4,1,0.75,5,0.8113,0.0,102.0
从白,4,4,0.25,2,2.0,-1.0,-1.0
从神,4,4,0.25,2,2.0,-1.0,-1.0
从种,4,4,1.0,2,0.9183,-1.0,-1.0
从红,4,2,1.0,2,1.0,0.0,1.0
从被,4,4,1.0,2,0.9183,-1.0,-1.0
从解,4,4,0.25,2,2.0,-1.0,-1.0
从龙族开始,4,4,0.25,5,2.0,-1.0,-1.0
仙之,4,2,0.6667,2,0.9183,0.0,18.0
任务,4,2,0.6667,2,0.9183,0.0,1.0
低调,4,4,0.5,2,1.0,-1.0,-1.0
体内,4,1,0.75,2,0.8113,0.0,130.0
体有,4,1,0.75,2,0.8113,0.0,1.0
你怎么,4,4,1.0,3,0.8113,-1.0,-1.0
使徒,4,4,0.25,2,2.0,-1.0,-1.0
信仰,4,4,0.5,2,1.0,-1.0,-1.0
修仙的,4,2,1.0,3,1.0,0.0,245.0
修改器,4,4,0.25,3,2.0,-1.0,-1.0
修的,4,2,0.5,2,1.5,0.0,245.0
俱乐部,4,4,0.25,3,2.0,-1.0,-1.0
做个,4,1,0.75,2,0.8113,0.971,1.8
做大,4,1,0.75,2,0.8113,0.0,9.0
先生,4,2,0.6667,2,0.9183,0.0,102.0
克苏鲁,4,2,1.0,3,1.0,0.0,4.0
入职,4,4,0.5,2,1.0,-1.0,-1.0
八年,4,1,0.75,2,0.8113,0.0,3.0
兴趣,4,1,0.75,2,0.8113,0.0,11.4
养成系,4,1,0.75,3,0.8113,0.0,1.0
养殖,4,1,0.5,2,1.5,1.0,114.0
兽医,4,4,1.0,2,1.0,-1.0,-1.0
兽师,4,4,0.5,2,1.585,-1.0,-1.0
写日记,4,4,0.5,3,1.5,-1.0,-1.0
军之,4,1,0.75,2,0.8113,0.0,1.0
军火,4,2,0.5,2,1.5,0.0,4.0
农场,4,4,0.5,2,1.0,-1.0,-1.0
冷宫,4,4,0.5,2,1.0,-1.0,-1.0
准备,4,2,0.6667,2,1.5,0.0,2.0
几个,4,4,0.3333,2,2.0,-1.0,-1.0
凡世,4,1,1.0,2,0.8113,0.0,23.5
出个,4,2,0.5,2,1.5,0.0,8.0
刚成,4,4,0.25,2,2.0,-1.0,-1.0
别叫我,4,4,1.0,3,0.9183,-1.0,-1.0
别惹,4,2,0.5,2,1.5,0.0,245.0
到万,4,4,0.25,2,2.0,-1.0,-1.0
制造,4,2,0.6667,2,0.9183,0.0,4.0
前任,4,4,0.5,2,1.0,-1.0,-1.0
前女友,4,2,0.6667,3,1.5,0.0,7.0
剑神,4,2,0.5,2,1.5,0.0,97.0
剧透,4,4,1.0,2,1.0,-1.0,-1.0
功开始,4,2,0.5,3,1.5,0.0,1.0
动物园,4,4,0.25,3,2.0,-1.0,-1.0
助我,4,2,0.5,2,1.5,0.0,5.5
化龙,4,4,1.0,2,1.0,-1.0,-1.0
区之,4,1,0.75,2,0.8113,0.0,1.0
十万,4,4,0.5,2,1.585,-1.0,-1.0
十六,4,4,0.3333,2,1.585,-1.0,-1.0
千古,4,4,0.3333,2,1.585,-1.0,-1.0
千金,4,4,0.5,2,1.0,-1.0,-1.0
千面,4,2,0.5,2,1.0,0.0,3.0
华山,4,4,0.5,2,1.0,-1.0,-1.0
单啊,4,1,0.75,2,0.8113,0.0,1.0
南明,4,4,1.0,2,1.0,-1.0,-1.0
却过,4,1,0.75,2,0.8113,0.0,4.2
原来我,4,2,0.5,3,1.5,0.0,97.0
参加,4,4,0.5,2,1.0,-1.0,-1.0
合成系,4,4,1.0,3,0.9183,-1.0,-1.0
合法,4,4,0.25,2,2.0,-1.0,-1.0
后成,4,2,0.5,2,1.5,0.0,2.5
君子,4,4,0.5,2,1.0,-1.0,-1.0
吾乃,4,4,1.0,2,1.0,-1.0,-1.0
告诉,4,1,0.75,2,0.8113,0.971,198.8
呼吸法,4,1,0.75,3,0.8113,0.0,102.0
命格成圣,4,4,0.3333,4,2.0,-1.0,-1.0
命运,4,4,0.3333,2,1.585,-1.0,-1.0
品天,4,2,0.5,2,1.5,0.0,2.0
哭什么,4,1,0.75,3,0.8113,0.0,14.0
唐朝好,4,4,0.25,3,2.0,-1.0,-1.0
唯我独法,4,4,0.0,4,-1.0,-1.0,-1.0
商店,4,4,1.0,2,1.0,-1.0,-1.0
喜欢,4,4,0.3333,2,1.585,-1.0,-1.0
四十,4,4,0.5,2,1.0,-1.0,-1.0
国医,4,4,0.5,2,1.585,-1.0,-1.0
国开始,4,1,0.75,3,0.8113,0.0,7.6
国战,4,2,0.5,2,1.5,0.0,12.0
国民,4,2,0.5,2,1.0,0.0,232.0
国际,4,4,0.5,2,1.0,-1.0,-1.0
圆满,4,1,1.0,2,0.8113,0.0,85.0
圣骑,4,2,0.6667,2,1.5,0.0,3.0
在三国,4,2,0.5,3,1.5,0.0,245.0
在下,4,4,0.25,2,2.0,-1.0,-1.0
在仙界,4,2,0.6667,3,0.9183,0.0,245.0
在天,4,1,0.75,2,0.8113,0.971,196.2
在手,4,1,0.6667,2,0.9183,1.0,123.0
在神诡,4,1,0.6667,3,1.5,1.0,26.5
在美国,4,1,0.75,3,0.8113,0.0,245.0
在遮天,4,1,1.0,3,0.8113,0.0,48.0
在霍格沃,4,1,0.75,4,0.8113,0.0,2.0
在高武,4,1,1.0,3,0.8113,0.0,48.0
垃圾,4,4,0.25,2,2.0,-1.0,-1.0
垄断,4,2,0.5,2,1.5,0.0,9.0
型上单,4,1,1.0,3,0.8113,0.0,11.0
复活,4,4,0.5,2,1.0,-1.0,-1.0
外科,4,2,0.5,2,1.0,0.0,2.0
大世,4,1,1.0,2,0.8113,0.0,33.0
大冒险,4,4,0.25,3,2.0,-1.0,-1.0
大唐第一,4,4,0.25,4,2.0,-1.0,-1.0
大娱乐,4,1,0.75,3,0.8113,0.971,46.0
大导,4,2,1.0,2,0.9183,0.0,3.0
大小,4,1,0.75,2,0.8113,0.0,2.0
大抽奖,4,2,0.5,3,1.5,0.0,50.0
大有问题,4,4,0.25,4,2.0,-1.0,-1.0
大玩家,4,4,0.25,3,2.0,-1.0,-1.0
大神,4,4,0.5,2,1.0,-1.0,-1.0
大穿越,4,2,0.5,3,1.5,0.0,50.0
天一,4,1,0.75,2,0.8113,0.0,2.0
天下无敌,4,4,1.0,4,1.0,-1.0,-1.0
天啊,4,1,1.0,2,0.8113,0.0,2.0
天大圣,4,4,0.25,3,2.0,-1.0,-1.0
天天,4,4,1.0,2,1.0,-1.0,-1.0
天成,4,2,0.5,2,1.0,0.0,9.0
天记,4,4,0.25,2,2.0,-1.0,-1.0
天赋开始,4,4,0.5,4,1.0,-1.0,-1.0
天降,4,2,0.6667,2,0.9183,0.0,6.0
太凶,4,2,0.5,2,1.5,0.0,1.0
太棒了,4,4,0.3333,3,2.0,-1.0,-1.0
奋斗在,4,4,0.25,3,2.0,-1.0,-1.0
契约,4,4,0.3333,2,1.585,-1.0,-1.0
女仆,4,4,0.3333,2,1.585,-1.0,-1.0
女孩,4,1,0.75,2,0.8113,0.0,1.0
女尊,4,2,0.6667,2,1.5,0.0,5.0
女王,4,4,0.5,2,1.0,-1.0,-1.0
如此,4,2,0.5,2,1.5,0.0,2.0
妖皇,4,2,0.6667,2,1.5,0.0,138.0
姑娘,4,4,0.25,2,2.0,-1.0,-1.0
娇妻,4,4,0.3333,2,1.585,-1.0,-1.0
娶妻,4,1,0.75,2,0.8113,0.0,114.0
嫡长,4,2,0.5,2,1.0,0.0,28.0
子是,4,4,0.25,2,2.0,-1.0,-1.0
子风流,4,2,0.5,3,1.5,0.0,1.0
学姐,4,4,1.0,2,1.0,-1.0,-1.0
学徒,4,1,0.75,2,0.8113,0.0,19.0
孩子,4,4,0.5,2,1.0,-1.0,-1.0
宇智波的,4,4,1.0,4,1.0,-1.0,-1.0
完美人生,4,4,1.0,4,1.0,-1.0,-1.0
宝鉴,4,2,0.6667,2,0.9183,0.0,2.0
实业,4,1,0.75,2,0.8113,0.971,7.6
实录,4,4,0.25,2,2.0,-1.0,-1.0
家都是,4,2,0.5,3,1.5,0.0,1.0
富二代,4,2,0.5,3,1.5,0.0,97.0
寻宝,4,4,0.5,2,1.0,-1.0,-1.0
导师,4,2,0.5,2,1.0,0.0,12.0
将门,4,4,0.5,2,1.0,-1.0,-1.0
小兵,4,2,0.6667,2,0.9183,0.0,4.0
居然,4,4,0.5,2,1.5,-1.0,-1.0
峡谷,4,4,0.25,2,2.0,-1.0,-1.0
峨眉,4,4,0.3333,2,1.585,-1.0,-1.0
工开,4,1,0.75,2,0.8113,0.0,24.0
工程师,4,4,0.5,3,1.0,-1.0,-1.0
巨人,4,4,0.5,2,1.585,-1.0,-1.0
巨擘,4,1,0.75,2,0.8113,0.0,7.0
巫妖,4,4,0.3333,2,1.585,-1.0,-1.0
师从,4,2,0.5,2,1.5,0.0,4.0
师的,4,4,0.25,2,2.0,-1.0,-1.0
希腊,4,4,0.5,2,1.5,-1.0,-1.0
帝了,4,4,1.0,2,0.8113,-1.0,-1.0
帝成,4,2,0.5,2,1.5,0.0,28.0
常生,4,1,0.75,2,0.8113,0.0,1.5
幻世界,4,2,0.5,3,1.5,0.0,1.0
建立,4,1,0.75,2,0.8113,0.0,102.0
开了,4,1,0.75,2,0.8113,0.0,1.0
开始修行,4,4,0.25,4,2.0,-1.0,-1.0
开始变,4,1,0.75,3,0.8113,0.0,10.0
开始成神,4,4,0.25,4,2.0,-1.0,-1.0
开始的文娱,4,4,0.25,5,2.0,-1.0,-1.0
开始纵横,4,1,0.75,4,0.8113,0.0,20.0
开始重,4,1,0.75,3,0.8113,0.0,1.0
开局加入聊天群,4,4,1.0,7,0.8113,-1.0,-1.0
开局大,4,4,0.25,3,2.0,-1.0,-1.0
开局就,4,4,1.0,3,1.0,-1.0,-1.0
开局成为,4,4,0.25,4,2.0,-1.0,-1.0
开局拜,4,1,0.75,3,0.8113,0.0,22.0
异度,4,4,0.25,2,2.0,-1.0,-1.0
当人,4,1,0.75,2,0.8113,0.0,37.0
当兵,4,4,0.3333,2,2.0,-1.0,-1.0
当家,4,2,0.5,2,1.5,0.0,85.0
当明星,4,2,0.5,3,1.0,0.0,24.0
当王,4,2,0.6667,2,0.9183,0.0,4.0
当皇帝,4,4,0.25,3,2.0,-1.0,-1.0
影帝的,4,4,0.5,3,1.0,-1.0,-1.0
影忍者,4,1,0.75,3,0.8113,0.0,1.0
影的,4,2,0.5,2,1.5,0.0,2.0
彼岸,4,2,0.5,2,1.5,0.0,2.0
很合理吧,4,4,0.25,4,2.0,-1.0,-1.0
得道,4,4,0.5,2,1.0,-1.0,-1.0
怪猎,4,4,0.0,2,-1.0,-1.0,-1.0
总裁,4,2,0.5,2,1.0,0.0,28.0
情报开始,4,1,0.75,4,0.8113,0.0,2.0
情报王,4,4,0.25,3,2.0,-1.0,-1.0
惊悚,4,1,0.75,2,0.8113,0.0,22.0
想退,4,2,0.5,2,1.5,0.0,1.0
成功,4,2,0.6667,2,0.9183,0.0,12.0
成天,4,4,0.25,2,2.0,-1.0,-1.0
我上,4,2,1.0,2,0.9183,0.0,1.0
我乃,4,4,0.25,2,2.0,-1.0,-1.0
我也,4,2,0.5,2,1.5,0.0,6.0
我了,4,4,0.25,2,2.0,-1.0,-1.0
我以女儿身,4,2,0.5,5,1.5,0.0,1.0
我儿,4,2,1.0,2,1.0,0.0,1.0
我加载了,4,4,0.25,4,2.0,-1.0,-1.0
我去,4,4,0.25,2,2.0,-1.0,-1.0
我变,4,1,0.75,2,0.8113,0.0,9.0
我只会,4,4,0.25,3,2.0,-1.0,-1.0
我只好,4,1,1.0,3,0.8113,0.0,232.0
我只想当,4,4,1.0,4,0.9183,-1.0,-1.0
我可不,4,1,0.75,3,0.8113,0.0,97.0
我在古代,4,2,0.5,4,1.5,0.0,15.0
我在大明,4,2,0.5,4,1.5,0.0,52.0
我在现实世界,4,4,0.25,6,2.0,-1.0,-1.0
我在诸天,4,4,0.25,4,2.0,-1.0,-1.0
我带,4,4,0.25,2,2.0,-1.0,-1.0
我怎么成,4,2,0.6667,4,1.5,0.0,232.0
我想,4,2,0.5,2,1.5,0.0,1.0
我成了女,4,4,0.25,4,2.0,-1.0,-1.0
我打造了,4,4,0.25,4,2.0,-1.0,-1.0
我无,4,2,0.6667,2,1.5,0.0,116.5
我是大,4,4,0.5,3,1.0,-1.0,-1.0
我有一本,4,4,0.25,4,2.0,-1.0,-1.0
我没有,4,1,1.0,3,0.8113,1.0,59.5
我爆红了,4,1,0.75,4,0.8113,0.0,232.0
我用,4,4,0.25,2,2.0,-1.0,-1.0
我的修,4,2,0.5,3,1.5,0.0,22.0
我的女友是,4,2,0.5,5,1.5,0.0,3.0
我的师,4,2,0.5,3,1.5,0.0,3.0
我的技能,4,4,0.25,4,2.0,-1.0,-1.0
我的文,4,1,0.75,3,0.8113,0.0,2.8
我的玩家,4,4,0.25,4,2.0,-1.0,-1.0
我的神,4,4,0.25,3,2.0,-1.0,-1.0
我的美,4,1,0.75,3,0.8113,0.0,28.0
我的超能力每,4,1,0.75,6,0.8113,0.0,1.0
我真不想当,4,2,0.6667,5,1.5,0.0,26.0
我真的只是,4,4,0.25,5,2.0,-1.0,-1.0
我竟,4,2,1.0,2,0.8113,0.0,9.0
我终,4,1,1.0,2,0.0,0.971,193.4
我还,4,4,1.0,2,1.0,-1.0,-1.0
我进,4,2,1.0,2,0.8113,0.0,6.0
我选择,4,4,1.0,3,0.8113,-1.0,-1.0
我重生,4,2,1.0,3,1.0,0.0,2.0
战斗,4,4,0.3333,2,2.0,-1.0,-1.0
战机,4,4,0.5,2,1.0,-1.0,-1.0
截胡,4,2,0.6667,2,1.5,0.0,126.0
手游,4,4,0.5,2,1.0,-1.0,-1.0
才发现,4,2,0.6667,3,1.5,0.0,128.5
技大,4,1,0.75,2,0.8113,0.0,2.8
投资,4,4,0.3333,2,2.0,-1.0,-1.0
拯救世界,4,4,0.25,4,2.0,-1.0,-1.0
拳开始,4,4,0.5,3,1.0,-1.0,-1.0
掠夺,4,2,0.6667,2,1.5,0.0,126.0
控制你了,4,2,0.5,4,1.5,0.0,1.0
摊牌了,4,4,1.0,3,-1.0,-1.0,-1.0
收徒,4,4,0.3333,2,2.0,-1.0,-1.0
收藏,4,4,0.3333,2,1.585,-1.0,-1.0
教教主,4,1,0.75,3,0.8113,0.0,7.6
整活,4,2,0.5,2,1.5,0.0,2.0
文化,4,1,0.75,2,0.8113,0.0,2.0
斗破之,4,4,0.25,3,2.0,-1.0,-1.0
斗罗绝世,4,4,0.0,4,-1.0,-1.0,-1.0
新世界,4,4,0.5,3,1.0,-1.0,-1.0
新做人,4,1,0.75,3,0.8113,0.0,1.0
族之,4,4,0.25,2,2.0,-1.0,-1.0
无敌从,4,4,0.25,3,2.0,-1.0,-1.0
无极,4,4,0.5,2,1.0,-1.0,-1.0
无疆,4,4,0.3333,2,1.585,-1.0,-1.0
无限提升,4,4,0.25,4,2.0,-1.0,-1.0
日本当,4,2,0.5,3,1.5,0.0,30.0
明王,4,1,1.0,2,0.0,0.971,68.8
明的,4,2,0.5,2,1.5,0.0,85.0
星老,4,1,0.75,2,0.8113,0.971,13.4
星辰,4,4,0.3333,2,1.585,-1.0,-1.0
是传奇,4,1,1.0,3,0.8113,0.0,149.4
是反派,4,2,1.0,3,0.9183,0.0,245.0
是吧,4,4,1.0,2,0.9183,-1.0,-1.0
是女,4,2,0.5,2,1.5,0.0,3.0
是恶,4,2,0.5,2,1.5,0.0,1.0
是游戏,4,4,0.3333,3,1.585,-1.0,-1.0
是真的,4,4,0.3333,3,2.0,-1.0,-1.0
是精,4,1,0.5,2,1.5,1.0,19.0
是高,4,4,0.25,2,2.0,-1.0,-1.0
替身,4,1,0.75,2,0.8113,0.0,232.0
最佳,4,4,0.25,2,2.0,-1.0,-1.0
朋友,4,2,0.5,2,1.5,0.0,28.0
朕就是,4,4,0.25,3,2.0,-1.0,-1.0
木叶的,4,4,0.25,3,2.0,-1.0,-1.0
未婚妻,4,4,0.5,3,1.585,-1.0,-1.0
末法时代,4,2,0.6667,4,0.9183,0.0,232.0
本是,4,4,0.3333,2,1.585,-1.0,-1.0
朱棣,4,4,1.0,2,0.9183,-1.0,-1.0
杀穿,4,4,0.3333,2,1.585,-1.0,-1.0
李二,4,4,0.3333,2,2.0,-1.0,-1.0
极限,4,4,0.5,2,1.0,-1.0,-1.0
果实,4,2,1.0,2,1.0,0.0,2.0
校长,4,4,1.0,2,1.0,-1.0,-1.0
梦想,4,4,0.5,2,1.0,-1.0,-1.0
欢喜,4,4,0.5,2,1.0,-1.0,-1.0
歌手,4,2,0.6667,2,1.5,0.0,102.0
正常吧,4,1,0.75,3,0.8113,0.0,4.0
武学,4,4,0.25,2,2.0,-1.0,-1.0
武者,4,1,0.75,2,0.8113,0.0,232.0
武馆,4,2,0.5,2,1.5,0.0,126.0
死了,4,2,1.0,2,0.9183,0.0,1.0
死灵,4,1,0.75,2,0.8113,0.0,3.0
每周刷新,4,1,0.75,4,0.8113,0.0,1.0
比比东,4,4,0.5,3,1.0,-1.0,-1.0
求仙,4,4,0.5,2,1.0,-1.0,-1.0
求你,4,1,1.0,2,0.9183,1.0,4.0
没人比我更懂,4,4,0.25,6,2.0,-1.0,-1.0
法医,4,4,0.25,2,2.0,-1.0,-1.0
