word,count,independent,bind,len,compound_entropy
异界之,5,5,0.2,3,2.3219
张三丰,5,5,0.3333,3,1.585
强国,5,5,0.3333,2,1.585
强大,5,1,0.8,2,0.7219
强者,5,2,1.0,2,1.7925
当天,5,3,0.5,2,1.9219
当文豪,5,5,1.0,3,2.585
当老,5,3,0.4,2,1.9219
必须,5,3,0.5,2,1.9219
怎么了,5,5,0.2,3,2.3219
怎么当,5,3,0.4,3,1.9219
怪兽,5,5,0.3333,2,2.0
成了神,5,3,0.4,3,1.9219
成仙了,5,5,1.0,3,1.0
我修仙,5,5,0.3333,3,1.585
我叫,5,5,1.0,2,1.0
我在修仙界,5,3,0.4,5,1.9219
我在异界,5,5,0.2,4,2.3219
我在现实,5,1,0.8,4,0.7219
我在西游,5,5,0.2,4,2.3219
我在诸,5,1,0.8,3,0.7219
我家娘子,5,5,0.25,4,2.3219
我有无数,5,3,1.0,4,1.0
我本,5,5,0.2,2,2.3219
我爆红,5,1,0.8,3,0.7219
我的分身,5,5,0.2,4,2.3219
我的前,5,2,0.6,3,1.371
我的物品,5,2,0.6,4,1.371
我的系统,5,5,1.0,4,1.0
我的职业,5,3,0.4,4,1.9219
我的超能力,5,1,0.8,5,0.7219
我真的是,5,3,1.0,4,2.2516
我能看见,5,5,0.2,4,2.3219
我被迫,5,1,1.0,3,0.8113
战场,5,1,1.0,2,0.8113
截教,5,5,0.3333,2,2.0
手搓,5,2,0.6,2,1.371
才不是,5,3,1.0,3,0.0
打工,5,5,0.3333,2,1.585
打穿,5,3,0.5,2,1.5
打职业,5,3,0.6667,3,1.5219
执掌,5,3,1.0,2,1.0
投影,5,3,0.5,2,1.585
抽象,5,3,0.5,2,1.5
控制,5,1,0.8,2,0.7219
摸鱼,5,3,0.4,2,1.9219
操作,5,5,1.0,2,1.0
改造,5,5,0.25,2,2.0
整个,5,5,0.3333,2,1.9219
斗罗之我,5,2,0.6,4,1.371
新世,5,1,0.8,2,0.7219
旁门,5,2,0.5,2,1.5
无间,5,1,0.4,2,1.5219
明日,5,3,0.4,2,1.9219
是传,5,1,0.8,2,0.7219
是大佬,5,5,0.2,3,2.3219
是太,5,2,0.6,2,1.371
是我的,5,3,0.4,3,1.9219
最后的,5,3,1.0,3,1.0
有人,5,2,0.6,2,1.371
朝好,5,1,0.8,2,0.7219
术师,5,5,0.3333,2,1.585
杀手,5,3,0.4,2,1.585
来到,5,2,0.6,2,1.371
柯学,5,2,0.75,2,0.8113
样子,5,1,0.8,2,0.7219
模拟人生,5,5,0.5,4,1.585
武世界,5,3,1.0,3,0.9183
武当,5,2,0.75,2,0.8113
死亡,5,5,0.5,2,1.0
毁灭,5,5,0.25,2,2.0
民俗,5,5,0.5,2,1.0
民国,5,5,0.5,2,1.0
没有上限,5,3,0.4,4,1.9219
没让你,5,5,0.2,3,2.3219
治愈系,5,5,1.0,3,2.585
法兰西,5,5,0.5,3,1.0
法天,5,5,0.25,2,2.3219
法时代,5,1,0.8,3,0.7219
海岛,5,1,0.4,2,1.5219
深情,5,2,1.0,2,1.0
清朝,5,5,0.5,2,1.0
游戏世界,5,5,1.0,4,1.0
游戏王,5,2,0.6667,3,1.371
游戏设计,5,2,1.0,4,0.971
演义,5,3,0.4,2,1.9219
漫画家,5,5,1.0,3,2.585
灵气复苏,5,5,0.3333,4,1.585
灾变,5,3,0.6667,2,1.5
炼金,5,3,0.4,2,1.585
然后,5,3,0.4,2,1.9219
爆红了,5,1,0.8,3,0.7219
牌了,5,1,0.8,2,0.7219
特工,5,5,0.3333,2,1.585
狂徒,5,5,1.0,2,0.9183
献上,5,3,0.4,2,1.9219
玄门,5,5,0.2,2,2.3219
王朝,5,3,0.4,2,1.9219
王者,5,5,0.5,2,1.0
球之,5,1,0.8,2,0.7219
球神,5,3,0.5,2,1.5
生存指南,5,5,0.2,4,2.3219
生活录,5,5,0.2,3,2.3219
生物,5,5,0.25,2,2.0
生者,5,1,0.4,2,1.5219
电子,5,5,0.25,2,2.0
电影世界,5,3,0.4,4,1.9219
界修,5,3,0.4,2,1.9219
界第一,5,2,0.6,3,1.371
界都,5,2,0.6,2,1.371
登陆,5,2,0.6,2,1.371
白蛇,5,5,0.25,2,2.0
的宇,5,1,0.8,2,0.7219
的年代,5,2,0.6,3,1.371
的男人,5,3,0.4,3,1.9219
的自我修养,5,5,0.2,5,2.3219
的长生,5,5,0.2,3,2.3219
的霍格沃茨,5,5,1.0,5,2.585
的青,5,2,0.4,2,1.9219
皇子,5,5,0.25,2,2.0
真君,5,5,0.5,2,1.585
真有,5,2,0.6,2,1.371
祖国,5,1,0.8,2,0.7219
祖师,5,2,1.0,2,0.0
神秘复苏,5,5,0.5,4,1.5
神空间,5,1,0.8,3,0.7219
神道,5,5,0.5,2,1.0
禁忌,5,1,0.6667,2,0.9183
科学家,5,1,0.4,3,1.5219
科技帝国,5,5,1.0,4,1.0
秦始皇,5,2,0.6,3,1.371
秦时明月之,5,5,0.2,5,2.3219
穿了,5,3,0.5,2,1.585
竟然,5,3,0.4,2,1.9219
系统才,5,2,1.0,3,0.7219
练成,5,1,0.8,2,0.7219
组织,5,2,0.6,2,1.0
经理,5,3,0.5,2,1.5
编造,5,3,0.6667,2,1.5
联网,5,2,0.6,2,1.371
肝经验,5,2,0.6,3,1.371
能加点,5,5,0.5,3,1.0
能提,5,1,0.8,2,0.7219
能有什么坏心思,5,5,0.2,7,2.3219
舰娘,5,1,1.0,2,0.0
节目,5,5,0.3333,2,1.9219
花开,5,5,0.5,2,1.0
苟成,5,5,0.3333,2,1.585
荣光,5,5,0.2,2,2.3219
药师,5,5,0.3333,2,2.0
蒸汽,5,3,0.5,2,1.0
蓝星,5,5,0.3333,2,1.9219
蜘蛛侠,5,5,1.0,3,0.9183
蝙蝠侠,5,5,0.5,3,1.5
血条,5,3,0.5,2,1.9219
被女,5,3,0.4,2,1.9219
计划,5,3,0.4,2,1.9219
让你做,5,2,0.6,3,1.371
设计师,5,2,1.0,3,1.7925
话事人,5,5,0.2,3,2.3219
诡道,5,3,1.0,2,2.2516
说我是,5,3,0.4,3,1.9219
请自重,5,5,0.2,3,2.3219
谁说,5,2,0.6,2,1.371
调教,5,3,0.5,2,1.5
调查,5,2,0.6,2,1.371
财富自由,5,5,0.5,4,1.371
贼开始,5,2,0.6,3,1.371
赛博朋克,5,5,1.0,4,0.8113
赢家,5,1,0.8,2,0.7219
赶山,5,5,0.3333,2,2.0
超维,5,5,0.2,2,2.3219
身边,5,3,0.4,2,1.585
轨迹,5,3,0.4,2,1.9219
轮回者,5,5,0.5,3,1.585
边缘,5,3,0.4,2,1.585
还好,5,2,0.75,2,1.371
还要,5,5,0.3333,2,1.9219
这不是,5,5,1.0,3,0.9183
这个医生,5,5,0.2,4,2.3219
这个宇智波,5,5,0.25,5,2.3219
远征,5,3,0.6667,2,1.5
迪迦,5,3,1.0,2,0.0
逆流,5,5,1.0,2,2.585
逆袭系统,5,2,0.75,4,0.8113
造者,5,1,1.0,2,1.2516
道果,5,3,0.6667,2,0.9183
道独,5,2,0.6,2,1.371
遮天之,5,5,0.2,3,2.3219
都不,5,3,0.4,2,1.9219
都想,5,2,0.4,2,1.9219
都是我,5,5,0.2,3,2.3219
都重生了谁还,5,5,0.2,6,2.3219
重燃,5,5,1.0,2,0.0
重生之我是,5,5,0.25,5,2.3219
重生大,5,3,1.0,3,2.2516
重生日本,5,3,1.0,4,2.2516
铁血,5,1,1.0,2,0.0
长夜,5,5,0.5,2,1.0
长子,5,5,1.0,2,1.0
长生修,5,1,0.8,3,0.7219
长生武,5,2,1.0,3,1.7925
门开始,5,5,1.0,3,2.585
阴间,5,2,0.5,2,1.5
阴阳,5,5,0.3333,2,1.585
院开始,5,1,0.5,3,1.0
除魔,5,3,0.4,2,1.585
霍雨浩,5,3,0.5,3,1.5
霸王,5,3,0.4,2,1.9219
非人,5,1,0.4,2,1.5219
风华,5,5,1.0,2,2.585
首富从,5,5,1.0,3,2.585
骑砍,5,5,0.3333,2,1.585
鬼神,5,3,0.5,2,1.0
魅魔,5,5,0.3333,2,1.585
魔兽,5,5,0.5,2,1.0
魔法师,5,2,1.0,3,0.0
黑客,5,5,1.0,2,0.0
黑粉,5,2,0.75,2,1.0
龙族开始,5,1,0.8,4,0.7219
一年,4,4,0.5,2,1.585
一开,4,1,1.0,2,0.0
一条,4,4,0.3333,2,2.0
一点,4,4,0.5,2,1.0
一等,4,4,0.5,2,1.0
一道,4,4,0.3333,2,2.0
万族,4,4,0.3333,2,2.0
三十年,4,4,0.25,3,2.0
三年,4,4,1.0,2,0.9183
三界,4,4,0.25,2,2.0
上了,4,4,0.3333,2,1.585
下第一,4,1,0.75,3,0.8113
不会真,4,1,1.0,3,0.0
不可能是,4,1,0.75,4,0.8113
不正常,4,2,1.0,3,0.0
不装了,4,4,1.0,3,-1.0
不许,4,4,0.5,2,1.0
不过,4,4,0.3333,2,1.585
专属,4,1,0.75,2,0.8113
世民,4,1,1.0,2,0.8113
世间,4,2,0.6667,2,0.9183
个游戏,4,2,0.5,3,1.5
个演员,4,2,0.5,3,1.0
中医,4,4,0.5,2,1.0
中单,4,2,0.6667,2,1.5
中国,4,4,0.5,2,1.585
中奖,4,1,1.0,2,0.9183
中年,4,2,1.0,2,0.8113
为何,4,4,0.3333,2,2.0
为师,4,4,0.5,2,1.585
主公,4,4,1.0,2,0.0
主开,4,1,0.75,2,0.8113
主持,4,2,0.6667,2,0.9183
主教,4,4,1.0,2,0.0
主神空间,4,4,0.5,4,1.0
么都,4,1,0.75,2,0.8113
之传奇,4,4,0.25,3,2.0
之军,4,4,0.25,2,2.0
之劫,4,4,0.25,2,2.0
之圣,4,4,0.25,2,2.0
之实,4,1,0.75,2,0.8113
之小,4,2,0.5,2,1.5
之影,4,4,1.0,2,0.0
之无限,4,4,0.25,3,2.0
之这个,4,4,0.25,3,2.0
之重,4,2,0.5,2,1.5
九零,4,4,0.5,2,1.0
书生,4,4,0.5,2,1.0
乾坤,4,2,0.5,2,1.5
了吗,4,4,0.25,2,2.0
了我的,4,2,0.5,3,1.5
了游戏,4,1,0.75,3,0.8113
争锋,4,2,0.5,2,1.5
二周目,4,4,1.0,3,0.0
五五开,4,4,0.3333,3,2.0
人世,4,2,0.5,2,1.5
人了,4,4,0.25,2,2.0
人只,4,1,0.75,2,0.8113
人在北美,4,4,0.5,4,1.5
人在大,4,2,0.5,3,1.5
人在诸天,4,4,0.0,4,-1.0
人在高,4,1,0.75,3,0.8113
人族,4,4,0.3333,2,1.585
人生赢家,4,2,0.5,4,1.5
人设崩了,4,2,0.5,4,1.5
人道,4,4,0.25,2,2.0
亿万,4,4,0.25,2,2.0
从今天,4,1,0.75,3,0.8113
从修,4,4,0.5,2,1.0
从吞噬,4,2,0.5,3,1.5
从和,4,4,1.0,2,0.9183
从太,4,4,1.0,2,0.8113
从山,4,2,1.0,2,1.0
从庆余年,4,1,1.0,4,0.8113
从成为,4,4,1.0,3,0.8113
从我,4,2,0.5,2,1.5
从打,4,2,1.0,2,0.9183
从拜师,4,4,0.5,3,1.585
从文,4,4,1.0,2,1.0
从斗罗开始,4,2,1.0,5,0.0
从无,4,2,0.5,2,1.5
从木叶,4,1,0.75,3,0.8113
从每日情报,4,1,0.75,5,0.8113
从白,4,4,0.25,2,2.0
从神,4,4,0.25,2,2.0
从种,4,4,1.0,2,0.9183
从红,4,2,1.0,2,1.0
从被,4,4,1.0,2,0.9183
从解,4,4,0.25,2,2.0
从遮天开始,4,4,1.0,5,0.0
从龙族开始,4,4,0.25,5,2.0
仙之,4,2,0.6667,2,0.9183
任务,4,2,0.6667,2,0.9183
低调,4,4,0.5,2,1.0
体内,4,1,0.75,2,0.8113
体有,4,1,0.75,2,0.8113
你怎么,4,4,1.0,3,0.8113
使徒,4,4,0.25,2,2.0
信仰,4,4,0.5,2,1.0
修仙的,4,2,1.0,3,1.0
修仙者,4,4,1.0,3,0.0
修改器,4,4,0.25,3,2.0
修的,4,2,0.5,2,1.5
俱乐部,4,4,0.25,3,2.0
做个,4,1,0.75,2,0.8113
做大,4,1,0.75,2,0.8113
元宇宙,4,1,1.0,3,0.0
先生,4,2,0.6667,2,0.9183
克开始,4,4,1.0,3,0.0
克苏鲁,4,2,1.0,3,1.0
入职,4,4,0.5,2,1.0
全职业,4,4,1.0,3,0.0
全职猎人,4,4,1.0,4,0.0
全能大,4,2,1.0,3,0.0
八年,4,1,0.75,2,0.8113
兴趣,4,1,0.75,2,0.8113
养成系,4,1,0.75,3,0.8113
养殖,4,1,0.5,2,1.5
兽医,4,4,1.0,2,1.0
兽师,4,4,0.5,2,1.585
写日记,4,4,0.5,3,1.5
军之,4,1,0.75,2,0.8113
军火,4,2,0.5,2,1.5
农场,4,4,0.5,2,1.0
冷宫,4,4,0.5,2,1.0
准备,4,2,0.6667,2,1.5
凌云,4,4,1.0,2,0.0
几个,4,4,0.3333,2,2.0
凡世,4,1,1.0,2,0.8113
出个,4,2,0.5,2,1.5
刚成,4,4,0.25,2,2.0
别叫我,4,4,1.0,3,0.9183
别惹,4,2,0.5,2,1.5
到万,4,4,0.25,2,2.0
制造,4,2,0.6667,2,0.9183
前任,4,4,0.5,2,1.0
前女友,4,2,0.6667,3,1.5
剑神,4,2,0.5,2,1.5
剧透,4,4,1.0,2,1.0
功开始,4,2,0.5,3,1.5
动物园,4,4,0.25,3,2.0
助我,4,2,0.5,2,1.5
化龙,4,4,1.0,2,1.0
区之,4,1,0.75,2,0.8113
十万,4,4,0.5,2,1.585
十六,4,4,0.3333,2,1.585
千古,4,4,0.3333,2,1.585
千金,4,4,0.5,2,1.0
千面,4,2,0.5,2,1.0
华山,4,4,0.5,2,1.0
单啊,4,1,0.75,2,0.8113
南明,4,4,1.0,2,1.0
却过,4,1,0.75,2,0.8113
原来我,4,2,0.5,3,1.5
参加,4,4,0.5,2,1.0
古龙,4,2,1.0,2,0.0
合成系,4,4,1.0,3,0.9183
合法,4,4,0.25,2,2.0
后成,4,2,0.5,2,1.5
君子,4,4,0.5,2,1.0
吾乃,4,4,1.0,2,1.0
告诉,4,1,0.75,2,0.8113
呼吸法,4,1,0.75,3,0.8113
命格成圣,4,4,0.3333,4,2.0
命运,4,4,0.3333,2,1.585
品天,4,2,0.5,2,1.5
哭什么,4,1,0.75,3,0.8113
唐朝好,4,4,0.25,3,2.0
唯我独法,4,4,0.0,4,-1.0
商店,4,4,1.0,2,1.0
喜欢,4,4,0.3333,2,1.585
四十,4,4,0.5,2,1.0
国医,4,4,0.5,2,1.585
国度,4,4,1.0,2,0.0
国开始,4,1,0.75,3,0.8113
国战,4,2,0.5,2,1.5
国民,4,2,0.5,2,1.0
国际,4,4,0.5,2,1.0
圆满,4,1,1.0,2,0.8113
圣女,4,4,1.0,2,0.0
圣骑,4,2,0.6667,2,1.5
在三国,4,2,0.5,3,1.5
在下,4,4,0.25,2,2.0
在仙界,4,2,0.6667,3,0.9183
在天,4,1,0.75,2,0.8113
在手,4,1,0.6667,2,0.9183
在柯,4,1,1.0,2,0.0
在神诡,4,1,0.6667,3,1.5
在美国,4,1,0.75,3,0.8113
在诸天世界,4,4,1.0,5,0.0
在遮天,4,1,1.0,3,0.8113
在霍格沃,4,1,0.75,4,0.8113
在高武,4,1,1.0,3,0.8113
垃圾,4,4,0.25,2,2.0
垄断,4,2,0.5,2,1.5
型上单,4,1,1.0,3,0.8113
复活,4,4,0.5,2,1.0
外科,4,2,0.5,2,1.0
夜行,4,2,1.0,2,0.0
大世,4,1,1.0,2,0.8113
大乾,4,2,1.0,2,0.0
大侠,4,4,1.0,2,0.0
大内,4,2,1.0,2,0.0
大冒险,4,4,0.25,3,2.0
大唐第一,4,4,0.25,4,2.0
大娱乐,4,1,0.75,3,0.8113
大导,4,2,1.0,2,0.9183
大小,4,1,0.75,2,0.8113
大抽奖,4,2,0.5,3,1.5
大有问题,4,4,0.25,4,2.0
大爷,4,4,1.0,2,0.0
大玩家,4,4,0.25,3,2.0
大神,4,4,0.5,2,1.0
大穿越,4,2,0.5,3,1.5
大魔头,4,4,1.0,3,0.0
天一,4,1,0.75,2,0.8113
天下无敌,4,4,1.0,4,1.0
天下第,4,1,1.0,3,0.0
天书,4,4,1.0,2,0.0
天啊,4,1,1.0,2,0.8113
天大圣,4,4,0.25,3,2.0
天天,4,4,1.0,2,1.0
天官,4,4,1.0,2,0.0
天成,4,2,0.5,2,1.0
天记,4,4,0.25,2,2.0
天赋开始,4,4,0.5,4,1.0
天降,4,2,0.6667,2,0.9183
太凶,4,2,0.5,2,1.5
太棒了,4,4,0.3333,3,2.0
奋斗在,4,4,0.25,3,2.0
契约,4,4,0.3333,2,1.585
奥术,4,4,1.0,2,0.0
女仆,4,4,0.3333,2,1.585
女孩,4,1,0.75,2,0.8113
女尊,4,2,0.6667,2,1.5
女王,4,4,0.5,2,1.0
女配,4,2,1.0,2,0.0
如此,4,2,0.5,2,1.5
妖皇,4,2,0.6667,2,1.5
姑娘,4,4,0.25,2,2.0
娇妻,4,4,0.3333,2,1.585
娱乐家,4,1,1.0,3,0.0
娶妻,4,1,0.75,2,0.8113
嫡长,4,2,0.5,2,1.0
子是,4,4,0.25,2,2.0
子风流,4,2,0.5,3,1.5
学姐,4,4,1.0,2,1.0
学徒,4,1,0.75,2,0.8113
孩子,4,4,0.5,2,1.0
宇智波的,4,4,1.0,4,1.0
完美人生,4,4,1.0,4,1.0
宝典,4,2,1.0,2,0.0
宝藏,4,1,1.0,2,0.0
宝鉴,4,2,0.6667,2,0.9183
实业,4,1,0.75,2,0.8113
实录,4,4,0.25,2,2.0
家都是,4,2,0.5,3,1.5
富二代,4,2,0.5,3,1.5
寻宝,4,4,0.5,2,1.0
导师,4,2,0.5,2,1.0
将门,4,4,0.5,2,1.0
小兵,4,2,0.6667,2,0.9183
居然,4,4,0.5,2,1.5
峡谷,4,4,0.25,2,2.0
峨眉,4,4,0.3333,2,1.585
工开,4,1,0.75,2,0.8113
工程师,4,4,0.5,3,1.0
巨人,4,4,0.5,2,1.585
巨擘,4,1,0.75,2,0.8113
巫妖,4,4,0.3333,2,1.585
师从,4,2,0.5,2,1.5
师爷,4,1,1.0,2,0.0
师的,4,4,0.25,2,2.0
希腊,4,4,0.5,2,1.5
帝了,4,4,1.0,2,0.8113
帝成,4,2,0.5,2,1.5
常生,4,1,0.75,2,0.8113
幻世界,4,2,0.5,3,1.5
建立,4,1,0.75,2,0.8113
开了,4,1,0.75,2,0.8113
开始修仙,4,4,1.0,4,0.0
开始修行,4,4,0.25,4,2.0
开始变,4,1,0.75,3,0.8113
开始成神,4,4,0.25,4,2.0
开始无敌,4,4,1.0,4,0.0
开始的文娱,4,4,0.25,5,2.0
开始纵横,4,1,0.75,4,0.8113
开始重,4,1,0.75,3,0.8113
开局加入聊天群,4,4,1.0,7,0.8113
开局大,4,4,0.25,3,2.0
开局就,4,4,1.0,3,1.0
开局成为,4,4,0.25,4,2.0
开局拜,4,1,0.75,3,0.8113
异常,4,4,1.0,2,0.0
异度,4,4,0.25,2,2.0
当人,4,1,0.75,2,0.8113
当兵,4,4,0.3333,2,2.0
当家,4,2,0.5,2,1.5
当明星,4,2,0.5,3,1.0
当王,4,2,0.6667,2,0.9183
当皇帝,4,4,0.25,3,2.0
影帝的,4,4,0.5,3,1.0
影忍者,4,1,0.75,3,0.8113
影的,4,2,0.5,2,1.5
彼岸,4,2,0.5,2,1.5
很合理吧,4,4,0.25,4,2.0
得道,4,4,0.5,2,1.0
快穿,4,2,1.0,2,0.0
怪猎,4,4,0.0,2,-1.0
总裁,4,2,0.5,2,1.0
情报开始,4,1,0.75,4,0.8113
情报王,4,4,0.25,3,2.0
惊悚,4,1,0.75,2,0.8113
想退,4,2,0.5,2,1.5
成功,4,2,0.6667,2,0.9183
成天,4,4,0.25,2,2.0
成系统,4,1,1.0,3,0.0
我上,4,2,1.0,2,0.9183
我乃,4,4,0.25,2,2.0
我也,4,2,0.5,2,1.5
我了,4,4,0.25,2,2.0
我以女儿身,4,2,0.5,5,1.5
我儿,4,2,1.0,2,1.0
我全,4,1,1.0,2,0.0
我加载了,4,4,0.25,4,2.0
我去,4,4,0.25,2,2.0
我变,4,1,0.75,2,0.8113
我只会,4,4,0.25,3,2.0
我只好,4,1,1.0,3,0.8113
我只想当,4,4,1.0,4,0.9183
我可不,4,1,0.75,3,0.8113
我在古代,4,2,0.5,4,1.5
我在大明,4,2,0.5,4,1.5
我在现实世界,4,4,0.25,6,2.0
我在诸天,4,4,0.25,4,2.0
我对,4,4,1.0,2,0.0
我带,4,4,0.25,2,2.0
我怎么成,4,2,0.6667,4,1.5
我想,4,2,0.5,2,1.5
我成了女,4,4,0.25,4,2.0
我打造了,4,4,0.25,4,2.0
我无,4,2,0.6667,2,1.5
我是大,4,4,0.5,3,1.0
我有一本,4,4,0.25,4,2.0
我没有,4,1,1.0,3,0.8113
我爆红了,4,1,0.75,4,0.8113
我用,4,4,0.25,2,2.0
我的修,4,2,0.5,3,1.5
我的女友是,4,2,0.5,5,1.5
我的师,4,2,0.5,3,1.5
我的技能,4,4,0.25,4,2.0
我的文,4,1,0.75,3,0.8113
我的玩家,4,4,0.25,4,2.0
我的神,4,4,0.25,3,2.0
我的美,4,1,0.75,3,0.8113
我的超能力每,4,1,0.75,6,0.8113
我真不想当,4,2,0.6667,5,1.5
我真的只是,4,4,0.25,5,2.0
我竟,4,2,1.0,2,0.8113
我终,4,1,1.0,2,0.0
我还,4,4,1.0,2,1.0
我进,4,2,1.0,2,0.8113
我选择,4,4,1.0,3,0.8113
我重生,4,2,1.0,3,1.0
战斗,4,4,0.3333,2,2.0
战机,4,4,0.5,2,1.0
截胡,4,2,0.6667,2,1.5
手游,4,4,0.5,2,1.0
才发现,4,2,0.6667,3,1.5
打卡,4,1,1.0,2,0.0
技大,4,1,0.75,2,0.8113
投资,4,4,0.3333,2,2.0
拯救世界,4,4,0.25,4,2.0
拳开始,4,4,0.5,3,1.0
掠夺,4,2,0.6667,2,1.5
控制你了,4,2,0.5,4,1.5
摊牌了,4,4,1.0,3,-1.0
收徒,4,4,0.3333,2,2.0
收藏,4,4,0.3333,2,1.585
敌国,4,2,1.0,2,0.0
教教主,4,1,0.75,3,0.8113
整活,4,2,0.5,2,1.5
文化,4,1,0.75,2,0.8113
文艺时代,4,1,1.0,4,0.0
斗破之,4,4,0.25,3,2.0
斗罗绝世,4,4,0.0,4,-1.0
新世界,4,4,0.5,3,1.0
新做人,4,1,0.75,3,0.8113
族之,4,4,0.25,2,2.0
无敌从,4,4,0.25,3,2.0
无极,4,4,0.5,2,1.0
无疆,4,4,0.3333,2,1.585
无限提升,4,4,0.25,4,2.0
无限神,4,4,1.0,3,0.0
日本当,4,2,0.5,3,1.5
时间线,4,2,1.0,3,0.0
明王,4,1,1.0,2,0.0
明的,4,2,0.5,2,1.5
星老,4,1,0.75,2,0.8113
星辰,4,4,0.3333,2,1.585
是传奇,4,1,1.0,3,0.8113
是反派,4,2,1.0,3,0.9183
是吧,4,4,1.0,2,0.9183
是女,4,2,0.5,2,1.5
是恶,4,2,0.5,2,1.5
是游戏,4,4,0.3333,3,1.585
是真的,4,4,0.3333,3,2.0
是精,4,1,0.5,2,1.5
是这样,4,1,1.0,3,0.0
是高,4,4,0.25,2,2.0
替身,4,1,0.75,2,0.8113
最佳,4,4,0.25,2,2.0
最牛,4,2,1.0,2,0.0
朋友,4,2,0.5,2,1.5
朕就是,4,4,0.25,3,2.0
木叶的,4,4,0.25,3,2.0
未婚妻,4,4,0.5,3,1.585
末法时代,4,2,0.6667,4,0.9183
本是,4,4,0.3333,2,1.585
朱棣,4,4,1.0,2,0.9183
机开始,4,4,1.0,3,0.0
杀穿,4,4,0.3333,2,1.585
李二,4,4,0.3333,2,2.0
条开始,4,1,1.0,3,0.0
极限,4,4,0.5,2,1.0
果实,4,2,1.0,2,1.0
校长,4,4,1.0,2,1.0
梦想,4,4,0.5,2,1.0
横行,4,4,1.0,2,0.0
欢喜,4,4,0.5,2,1.0
歌手,4,2,0.6667,2,1.5
正常吧,4,1,0.75,3,0.8113
武学,4,4,0.25,2,2.0
武者,4,1,0.75,2,0.8113
武馆,4,2,0.5,2,1.5
死了,4,2,1.0,2,0.9183
死灵,4,1,0.75,2,0.8113
每周刷新,4,1,0.75,4,0.8113
比比东,4,4,0.5,3,1.0
氪金,4,4,1.0,2,0.0
永生,4,4,1.0,2,0.0
求仙,4,4,0.5,2,1.0
求你,4,1,1.0,2,0.9183
没人比我更懂,4,4,0.25,6,2.0
法医,4,4,0.25,2,2.0
法术,4,4,0.3333,2,1.585
法爷,4,4,0.5,2,1.585
泰坦,4,4,1.0,2,1.0
深空,4,1,0.75,2,0.8113
渔村,4,4,1.0,2,1.0
港综开始,4,2,0.6667,4,0.9183
游戏开,4,1,0.75,3,0.8113
游戏里的,4,1,0.75,4,0.8113
湖开始,4,2,0.5,3,1.5
漫威的,4,4,0.5,3,1.0
激情,4,4,1.0,2,0.0
火力,4,4,0.5,2,1.0
火影世界,4,1,0.75,4,0.8113
灵法师,4,1,1.0,3,0.8113
炼成,4,1,0.75,2,0.8113
烽火,4,2,0.6667,2,1.5
爆炸,4,2,1.0,2,0.0
父是,4,2,0.5,2,1.5
版本,4,2,0.5,2,1.5
物语,4,2,1.0,2,0.0
状态,4,2,0.5,2,1.5
狩魔,4,2,0.5,2,1.5
独尊,4,2,0.5,2,1.5
猛将,4,2,1.0,2,0.0
猴子,4,4,0.25,2,2.0
王开始,4,4,1.0,3,0.0
玩游戏,4,4,0.3333,3,1.585
生太,4,2,0.5,2,1.5
生香,4,4,0.25,2,2.0
画皮,4,2,0.5,2,1.0
界游,4,2,0.5,2,1.0
疯了吧,4,4,0.0,3,-1.0
的一,4,4,0.25,2,2.0
的东,4,1,0.75,2,0.8113
的人生模拟器,4,4,0.25,6,2.0
的修仙,4,2,0.5,3,1.5
的修道,4,1,0.5,3,1.5
的军,4,2,0.5,2,1.5
的召唤,4,2,0.5,3,1.5
的哈,4,1,0.75,2,0.8113
的天,4,1,0.75,2,0.8113
的宇智波,4,4,0.5,4,1.0
的巫,4,2,0.6667,2,1.5
的强,4,1,0.75,2,0.8113
的快乐,4,1,0.5,3,1.5
的我不,4,2,0.5,3,1.5
的战锤,4,2,0.5,3,1.5
的手,4,2,0.5,2,1.5
的旅,4,2,0.5,2,1.5
的最,4,2,0.5,2,1.5
的武道,4,2,0.5,3,1.5
的游戏,4,4,0.5,3,1.0
的王,4,2,0.5,2,1.5
的生活,4,2,0.5,3,1.0
的白,4,2,0.5,2,1.5
的第,4,2,0.6667,2,1.5
的身份,4,2,0.5,3,1.5
的阿,4,4,0.25,2,2.0
监狱,4,2,1.0,2,0.0
真人,4,4,0.3333,2,1.585
真理,4,4,0.25,2,2.0
研究,4,4,0.25,2,2.0
祖国人,4,2,1.0,3,0.0
神了,4,4,0.25,2,2.0
神传,4,2,0.5,2,1.5
神君,4,4,0.5,2,1.585
神宠,4,4,0.5,2,1.0
神捕,4,4,0.25,2,2.0
神游,4,2,0.6667,2,0.9183
神职,4,4,1.0,2,0.0
神话三国,4,4,1.0,4,0.0
禁区,4,1,1.0,2,0.0
秀色,4,4,1.0,2,0.0
科技之,4,4,0.25,3,2.0
科技霸,4,1,1.0,3,0.0
究极,4,2,0.5,2,1.0
穿越成,4,2,1.0,3,0.0
突然,4,2,1.0,2,0.0
第九,4,4,0.5,2,1.0
第四天灾,4,4,0.5,4,1.585
算命,4,4,1.0,2,0.9183
篮球之,4,2,1.0,3,0.0
粉碎,4,1,0.75,2,0.8113
精灵世界的,4,4,0.25,5,2.0
系统提,4,1,1.0,3,0.8113
系统来了,4,1,1.0,4,0.8113
红楼之,4,4,0.25,3,2.0
纯阳,4,4,0.5,2,1.585
