word,count,independent,bind,len,compound_entropy
不为妃,2,2,0.5,3,-1.0
不二,2,2,0.5,2,-1.0
不会真有人觉得,2,2,0.5,7,-1.0
不住了,2,2,0.5,3,-1.0
不养,2,2,0.5,2,1.0
不凡,2,2,0.5,2,-1.0
不到,2,2,1.0,2,0.0
不削能玩,2,2,0.0,4,-1.0
不务正业,2,2,0.5,4,-1.0
不可名状的,2,2,0.5,5,-1.0
不太冷,2,2,0.5,3,-1.0
不对劲啊,2,2,0.5,4,-1.0
不小心,2,2,0.5,3,1.0
不打,2,2,1.0,2,1.0
不放纵能叫,2,2,0.5,5,-1.0
不易,2,2,0.5,2,-1.0
不是文,2,2,0.5,3,1.0
不是气运之子,2,2,1.0,6,0.0
不是神,2,2,0.5,3,1.0
不是精,2,2,0.5,3,1.0
不是龙,2,2,0.5,3,1.0
不正常的,2,2,1.0,4,0.0
不死人,2,2,1.0,3,0.0
不死的我只,2,2,1.0,5,0.0
不灭,2,2,1.0,2,0.0
不爱,2,2,1.0,2,0.0
不用,2,2,0.5,2,1.0
不相信,2,2,0.5,3,1.0
不知道我,2,2,0.5,4,1.0
不群,2,2,0.5,2,-1.0
不胜,2,2,1.0,2,0.0
不良,2,2,1.0,2,0.0
不行,2,2,0.5,2,1.0
不该,2,2,0.5,2,1.0
不谈,2,2,1.0,2,0.0
不配,2,2,0.5,2,-1.0
与仙,2,2,1.0,2,0.0
与魔法,2,2,1.0,3,0.0
专业,2,2,1.0,2,0.0
世之召唤,2,2,0.5,4,1.0
世书,2,2,0.5,2,-1.0
世医,2,2,0.5,2,1.0
世妖,2,2,0.5,2,1.0
世武,2,2,0.5,2,1.0
世生,2,2,0.5,2,1.0
世界上,2,2,0.5,3,1.0
世界之旅,2,2,0.5,4,-1.0
世界做,2,2,0.5,3,1.0
世界冒,2,2,1.0,3,0.0
世界大抽奖,2,2,0.5,5,-1.0
世界大穿越,2,2,0.5,5,-1.0
世界开始当,2,2,0.5,5,1.0
世界树,2,2,1.0,3,0.0
世界生活,2,2,1.0,4,0.0
世界的我,2,2,0.5,4,1.0
世界的武,2,2,0.5,4,1.0
业主,2,2,1.0,2,0.0
业大亨,2,2,0.5,3,-1.0
业巨头,2,2,0.5,3,-1.0
业开始,2,2,0.5,3,-1.0
业狂魔,2,2,0.5,3,-1.0
业的,2,2,0.5,2,-1.0
业者,2,2,0.5,2,-1.0
东京女,2,2,1.0,3,0.0
东京少女,2,2,1.0,4,0.0
东京文,2,2,0.5,3,-1.0
东京泡沫,2,2,1.0,4,0.0
东宫,2,2,1.0,2,0.0
东方不败,2,2,1.0,4,0.0
东汉,2,2,1.0,2,0.0
两万,2,2,0.5,2,1.0
两千年,2,2,0.5,3,-1.0
两界门,2,2,1.0,3,0.0
个剑,2,2,0.5,2,1.0
个反派,2,2,1.0,3,0.0
个外挂,2,2,1.0,3,0.0
个天才,2,2,1.0,3,0.0
个女,2,2,0.5,2,1.0
个家,2,2,0.5,2,-1.0
个小,2,2,0.5,2,1.0
个我同时穿越,2,2,0.5,6,-1.0
个沙,2,2,0.5,2,1.0
个活,2,2,1.0,2,0.0
个综艺,2,2,0.5,3,1.0
个网,2,2,0.5,2,1.0
个老,2,2,0.5,2,1.0
个诡异,2,2,1.0,3,0.0
个超,2,2,0.5,2,1.0
个都,2,2,0.5,2,1.0
个高武,2,2,0.5,3,1.0
中世纪,2,2,1.0,3,0.0
中东,2,2,1.0,2,0.0
中二,2,2,1.0,2,0.0
中奖一,2,2,0.5,3,1.0
中走出的强者,2,2,0.5,6,-1.0
临异世,2,2,0.5,3,-1.0
临时,2,2,1.0,2,0.0
临渊,2,2,0.5,2,-1.0
临诸天,2,2,0.5,3,-1.0
临门,2,2,0.5,2,-1.0
丹开始,2,2,0.5,3,-1.0
丹朱,2,2,1.0,2,-1.0
为仙,2,2,1.0,2,0.0
为天,2,2,0.5,2,1.0
为贵,2,2,0.5,2,-1.0
为锋,2,2,0.5,2,-1.0
主之路,2,2,0.5,3,-1.0
主持人,2,2,0.5,3,1.0
主神挂了,2,2,1.0,4,-1.0
主神的,2,2,1.0,3,0.0
主饲养,2,2,0.5,3,1.0
举报我,2,2,1.0,3,0.0
么用,2,2,1.0,2,0.0
之万,2,2,0.5,2,1.0
之书,2,2,0.5,2,-1.0
之二,2,2,0.5,2,1.0
之亡灵,2,2,0.5,3,1.0
之人生,2,2,0.5,3,1.0
之仙,2,2,0.5,2,1.0
之代,2,2,0.5,2,1.0
之侠,2,2,0.5,2,1.0
之全民,2,2,0.5,3,1.0
之内,2,2,0.5,2,1.0
之刃,2,2,0.5,2,-1.0
之前,2,2,1.0,2,0.0
之剧,2,2,0.5,2,1.0
之力,2,2,1.0,2,0.0
之十,2,2,0.5,2,1.0
之千,2,2,0.5,2,1.0
之卡,2,2,0.5,2,1.0
之召唤猛将,2,2,0.5,5,-1.0
之商,2,2,0.5,2,1.0
之四,2,2,0.5,2,1.0
之塔,2,2,1.0,2,0.0
之大娱乐家,2,2,1.0,5,0.0
之大道,2,2,0.5,3,1.0
之妖皇,2,2,0.5,3,1.0
之崛起,2,2,0.5,3,-1.0
之巫,2,2,0.5,2,1.0
之平,2,2,0.5,2,1.0
之幸福日常,2,2,0.5,5,-1.0
之开局一个,2,2,0.5,5,1.0
之开局签到,2,2,0.5,5,1.0
之我只,2,2,0.5,3,1.0
之我是传奇,2,2,0.5,5,-1.0
之我有,2,2,0.5,3,1.0
之我真不是,2,2,0.5,5,1.0
之我要,2,2,0.5,3,1.0
之拳,2,2,1.0,2,0.0
之文豪崛起,2,2,0.5,5,-1.0
之日月,2,2,0.5,3,1.0
之明星,2,2,0.5,3,1.0
之暗,2,2,0.5,2,1.0
之最强大,2,2,0.5,4,1.0
之极,2,2,0.5,2,1.0
之死神,2,2,0.5,3,1.0
之流,2,2,0.5,2,1.0
之深渊,2,2,0.5,3,1.0
之漫,2,2,0.5,2,1.0
之灵,2,2,0.5,2,1.0
之灾,2,2,1.0,2,0.0
之狐,2,2,0.5,2,-1.0
之狩,2,2,0.5,2,1.0
之男,2,2,0.5,2,1.0
之祸害,2,2,0.5,3,-1.0
之穿越,2,2,0.5,3,1.0
之系统,2,2,0.5,3,1.0
之红,2,2,0.5,2,1.0
之绝世,2,2,0.5,3,1.0
之缘,2,2,1.0,2,0.0
之老,2,2,0.5,2,1.0
之职业,2,2,1.0,3,1.0
之胜者,2,2,0.5,3,1.0
之花,2,2,0.5,2,1.0
之虚空,2,2,0.5,3,1.0
之西,2,2,0.5,2,1.0
之财,2,2,0.5,2,1.0
之都,2,2,1.0,2,0.0
之银狐,2,2,1.0,3,0.0
之问道,2,2,0.5,3,1.0
之雄,2,2,1.0,2,0.0
之霍雨浩,2,2,0.5,4,1.0
之风,2,2,0.5,2,1.0
之骑士,2,2,1.0,3,0.0
之魔,2,2,0.5,2,1.0
之黑暗,2,2,0.5,3,1.0
乐系统,2,2,1.0,3,0.0
乘龙,2,2,1.0,2,-1.0
九二,2,2,0.5,2,1.0
九六,2,2,0.5,2,-1.0
九重天,2,2,0.5,3,-1.0
九阳,2,2,1.0,2,0.0
也太,2,2,0.5,2,1.0
也能,2,2,0.5,2,1.0
书里,2,2,0.5,2,1.0
买家,2,2,1.0,2,0.0
乱臣贼子,2,2,0.5,4,-1.0
乾隆,2,2,1.0,2,-1.0
了一切,2,2,0.5,3,-1.0
了一只,2,2,0.5,3,1.0
了一座,2,2,0.5,3,1.0
了家,2,2,1.0,2,0.0
了救世,2,2,0.5,3,1.0
了时间线,2,2,0.5,4,-1.0
了最强,2,2,0.5,3,1.0
了灭世,2,2,0.5,3,1.0
了灭霸,2,2,0.5,3,1.0
了百,2,2,0.5,2,1.0
了神话,2,2,0.5,3,1.0
了神通,2,2,1.0,3,0.0
了诡异,2,2,0.5,3,1.0
了谁谈恋爱啊,2,2,0.5,6,-1.0
了谁还打,2,2,0.5,4,1.0
了过,2,2,0.5,2,1.0
了魔皇,2,2,0.5,3,-1.0
了魔门,2,2,0.5,3,1.0
事就,2,2,0.5,2,1.0
二十,2,2,0.5,2,1.0
二哈,2,2,1.0,2,0.0
二大,2,2,0.5,2,1.0
二郎,2,2,0.5,2,1.0
云之,2,2,0.5,2,1.0
云志,2,2,1.0,2,0.0
互穿了,2,2,0.5,3,-1.0
五代,2,2,0.5,2,-1.0
五影,2,2,1.0,2,1.0
五老,2,2,1.0,2,1.0
五脏,2,2,1.0,2,0.0
五行,2,2,1.0,2,0.0
亚人,2,2,1.0,2,0.0
亚当,2,2,1.0,2,0.0
亡灵法,2,2,1.0,3,0.0
京都,2,2,0.5,2,-1.0
亲爱的,2,2,0.0,3,-1.0
人一,2,2,0.5,2,1.0
人世间,2,2,1.0,3,0.0
人从,2,2,0.5,2,1.0
人传,2,2,0.5,2,1.0
人体,2,2,0.5,2,1.0
人你,2,2,0.5,2,1.0
人到中年,2,2,0.0,4,-1.0
人在吞噬,2,2,0.0,4,-1.0
人在大唐,2,2,1.0,4,-1.0
人在封神,2,2,0.0,4,-1.0
人在异界,2,2,0.5,4,-1.0
人在洪,2,2,0.5,3,-1.0
人在海贼,2,2,1.0,4,-1.0
人在火影,2,2,0.0,4,-1.0
人在神,2,2,0.5,3,-1.0
人在秦时,2,2,0.0,4,-1.0
人在美,2,2,0.5,3,-1.0
人大,2,2,0.5,2,1.0
人女,2,2,0.5,2,1.0
人就,2,2,0.5,2,1.0
人当,2,2,0.5,2,1.0
人有,2,2,0.5,2,1.0
人杀,2,2,1.0,2,1.0
人气,2,2,1.0,2,0.0
人深,2,2,0.5,2,1.0
人生路,2,2,0.5,3,-1.0
人的悠闲,2,2,0.5,4,1.0
人皇,2,2,1.0,2,0.0
人竟是,2,2,0.5,3,1.0
人类的,2,2,0.5,3,1.0
人过于,2,2,0.5,3,1.0
人间立,2,2,0.5,3,1.0
亿年,2,2,0.5,2,-1.0
亿点点,2,2,1.0,3,0.0
什么叫我,2,2,1.0,4,0.0
什么年代了,2,2,0.0,5,-1.0
什么意思,2,2,0.5,4,-1.0
今天不上班,2,2,0.5,5,-1.0
今来,2,2,0.5,2,1.0
从一人之下开始,2,2,0.5,7,-1.0
从一人开始,2,2,0.5,5,-1.0
从三国开始,2,2,0.0,5,-1.0
从下乡,2,2,0.5,3,-1.0
从不,2,2,0.5,2,1.0
从东,2,2,1.0,2,1.0
从两界,2,2,0.5,3,-1.0
从中,2,2,1.0,2,1.0
从九龙夺嫡开始,2,2,0.0,7,-1.0
从书,2,2,1.0,2,1.0
从仙,2,2,0.5,2,-1.0
从代,2,2,1.0,2,1.0
从低,2,2,1.0,2,0.0
从全真,2,2,1.0,3,0.0
从八,2,2,0.5,2,-1.0
从养殖,2,2,0.5,3,-1.0
从养生,2,2,1.0,3,1.0
从冒,2,2,0.5,2,-1.0
从军,2,2,0.5,2,-1.0
从决,2,2,0.5,2,-1.0
从分手,2,2,0.5,3,-1.0
从刷,2,2,0.5,2,-1.0
从前,2,2,0.5,2,-1.0
从加点开始,2,2,0.5,5,-1.0
从北,2,2,0.5,2,1.0
从十,2,2,0.5,2,-1.0
从升级,2,2,1.0,3,1.0
从卖,2,2,1.0,2,0.0
从只狼归来的,2,2,0.5,6,-1.0
从合,2,2,0.5,2,-1.0
从吞噬开始,2,2,1.0,5,-1.0
从囚徒到,2,2,0.5,4,-1.0
从国,2,2,0.5,2,-1.0
从大学,2,2,0.5,3,-1.0
从天师,2,2,0.5,3,-1.0
从奇,2,2,1.0,2,1.0
从婴儿开始,2,2,0.5,5,-1.0
从封神,2,2,0.5,3,-1.0
从山寨,2,2,0.5,3,-1.0
从巫,2,2,0.5,2,-1.0
从废,2,2,0.5,2,-1.0
从开,2,2,0.5,2,-1.0
从当爷爷开始,2,2,0.0,6,-1.0
从影,2,2,1.0,2,0.0
从忍界开始,2,2,0.5,5,-1.0
从恋综开始,2,2,1.0,5,-1.0
从我是,2,2,1.0,3,0.0
从战场捡属性开,2,2,0.5,7,-1.0
从战锤,2,2,0.5,3,-1.0
从截胡,2,2,0.5,3,-1.0
从打造,2,2,0.5,3,-1.0
从折纸,2,2,0.5,3,-1.0
从抽卡,2,2,0.5,3,-1.0
从拉,2,2,1.0,2,1.0
从拔,2,2,1.0,2,0.0
从挖,2,2,0.5,2,1.0
从捡到,2,2,1.0,3,1.0
从掌,2,2,0.5,2,-1.0
从掠夺,2,2,1.0,3,1.0
从摆,2,2,1.0,2,1.0
从摸尸,2,2,0.5,3,-1.0
从收,2,2,0.5,2,-1.0
从改变,2,2,1.0,3,1.0
从教,2,2,0.5,2,-1.0
从数据化,2,2,0.5,4,-1.0
从斗罗开始的,2,2,0.5,6,-1.0
从旁门,2,2,0.5,3,-1.0
从无限,2,2,0.5,3,-1.0
从时,2,2,1.0,2,1.0
从晋西北,2,2,0.5,4,-1.0
从有风的地方开始的,2,2,0.5,9,-1.0
从杀手,2,2,0.5,3,-1.0
从杀猪,2,2,0.5,3,-1.0
从杂,2,2,0.5,2,-1.0
从柯南开始,2,2,1.0,5,0.0
从武馆,2,2,0.5,3,-1.0
从死神,2,2,0.5,3,-1.0
从洪荒,2,2,0.5,3,-1.0
从海岛,2,2,1.0,3,1.0
从港片开始,2,2,1.0,5,0.0
从港综开始,2,2,1.0,5,-1.0
从游戏开始,2,2,0.5,5,-1.0
从满,2,2,0.5,2,-1.0
从漫威开始,2,2,1.0,5,0.0
从火影开始做,2,2,0.5,6,-1.0
从灵,2,2,0.5,2,-1.0
从炼,2,2,1.0,2,1.0
从独,2,2,0.5,2,-1.0
从猎魔人,2,2,0.5,4,-1.0
从献,2,2,0.5,2,1.0
从皇,2,2,0.5,2,-1.0
从穿越,2,2,1.0,3,1.0
从笑傲开始,2,2,0.5,5,-1.0
从精,2,2,0.5,2,-1.0
从系统,2,2,1.0,3,1.0
从红楼开始,2,2,1.0,5,0.0
从继承,2,2,1.0,3,0.0
从综艺开始,2,2,1.0,5,0.0
从网络,2,2,1.0,3,0.0
从罗,2,2,0.5,2,-1.0
从自,2,2,1.0,2,0.0
从良,2,2,1.0,2,0.0
从艺,2,2,0.5,2,1.0
从药铺,2,2,0.5,3,-1.0
从行星总督开始,2,2,0.0,7,-1.0
从西游开始,2,2,0.5,5,-1.0
从观想,2,2,1.0,3,0.0
从觉醒,2,2,1.0,3,1.0
从迪迦,2,2,1.0,3,1.0
从送,2,2,0.5,2,-1.0
从选秀,2,2,0.5,3,-1.0
从采,2,2,0.5,2,-1.0
从金刚,2,2,0.5,3,-1.0
从锁龙井开始,2,2,0.5,6,-1.0
从锦衣卫,2,2,1.0,4,0.0
从长津湖开始,2,2,1.0,6,-1.0
从长生开始,2,2,1.0,5,-1.0
从阿兹卡班,2,2,0.5,5,-1.0
从零开始打造,2,2,0.5,6,-1.0
从雷欧,2,2,0.5,3,-1.0
从霍格沃茨开始,2,2,0.5,7,-1.0
从骷髅,2,2,0.5,3,-1.0
从高,2,2,1.0,2,0.0
从魔,2,2,0.5,2,-1.0
从黄,2,2,1.0,2,0.0
从黑科技,2,2,1.0,4,0.0
从黑袍开始,2,2,0.5,5,-1.0
他不,2,2,0.5,2,1.0
他人,2,2,0.5,2,1.0
他太,2,2,1.0,2,0.0
他怎么,2,2,0.5,3,-1.0
他打,2,2,1.0,2,0.0
他来,2,2,0.5,2,-1.0
他真,2,2,1.0,2,1.0
仙三,2,2,0.5,2,1.0
仙人只想,2,2,0.5,4,-1.0
仙传,2,2,1.0,2,0.0
仙列传,2,2,0.5,3,-1.0
仙吏,2,2,0.5,2,-1.0
仙家,2,2,1.0,2,-1.0
仙庭,2,2,0.5,2,-1.0
仙开始,2,2,1.0,3,0.0
仙归来,2,2,0.5,3,1.0
仙有,2,2,0.5,2,1.0
仙王,2,2,1.0,2,-1.0
仙生,2,2,1.0,2,0.0
仙秦,2,2,1.0,2,0.0
仙药,2,2,1.0,2,0.0
仙葫,2,2,1.0,2,-1.0
仙记,2,2,0.5,2,-1.0
仙路,2,2,0.5,2,-1.0
仙难,2,2,0.5,2,1.0
代僵尸,2,2,0.5,3,1.0
代练,2,2,0.5,2,1.0
代艺术家,2,2,0.5,4,-1.0
代言,2,2,1.0,2,0.0
代逆袭,2,2,1.0,3,0.0
以神通,2,2,1.0,3,0.0
以符,2,2,1.0,2,1.0
们不,2,2,0.5,2,1.0
们真,2,2,0.5,2,1.0
们逼我,2,2,0.5,3,1.0
仰大,2,2,0.5,2,1.0
任务日志,2,2,0.5,4,-1.0
伊塔,2,2,0.5,2,-1.0
伏地魔,2,2,1.0,3,1.0
众生,2,2,1.0,2,1.0
优化,2,2,1.0,2,0.0
优秀,2,2,1.0,2,0.0
会开始,2,2,0.5,3,-1.0
会打,2,2,1.0,2,0.0
会挂机,2,2,0.5,3,-1.0
会穿越的道,2,2,0.5,5,-1.0
传人在,2,2,0.5,3,1.0
传奇人生,2,2,1.0,4,-1.0
伪装,2,2,1.0,2,0.0
似水,2,2,0.5,2,1.0
位大,2,2,0.5,2,1.0
位面之,2,2,1.0,3,0.0
位面交易,2,2,0.5,4,1.0
低武世界,2,2,1.0,4,1.0
低维,2,2,0.5,2,-1.0
住口,2,2,1.0,2,-1.0
住手,2,2,0.5,2,-1.0
体坛之,2,2,0.5,3,-1.0
体术,2,2,0.5,2,1.0
体育,2,2,1.0,2,0.0
余晖,2,2,0.5,2,-1.0
你不会,2,2,1.0,3,1.0
你不要,2,2,1.0,3,0.0
你也不想,2,2,0.5,4,-1.0
你人设崩了,2,2,1.0,5,-1.0
你们修仙,2,2,1.0,4,-1.0
你养,2,2,0.5,2,-1.0
你听我解释,2,2,0.0,5,-1.0
你告诉我,2,2,0.5,4,-1.0
你咋,2,2,0.5,2,-1.0
你塑造,2,2,1.0,3,1.0
你就是,2,2,0.5,3,-1.0
你带,2,2,1.0,2,1.0
你当律师,2,2,1.0,4,-1.0
你才,2,2,1.0,2,0.0
你搁这,2,2,0.5,3,-1.0
你是,2,2,0.5,2,-1.0
你来,2,2,0.5,2,-1.0
你真是,2,2,0.5,3,-1.0
你管这叫正,2,2,0.5,5,-1.0
你还说,2,2,0.5,3,-1.0
你钓,2,2,1.0,2,1.0
佬开始,2,2,1.0,3,0.0
佬的,2,2,0.5,2,1.0
佳人,2,2,0.5,2,-1.0
使者,2,2,0.5,2,-1.0
供养,2,2,1.0,2,0.0
侠世界的,2,2,0.5,4,1.0
侠世界里的,2,2,0.5,5,1.0
侠开,2,2,0.5,2,1.0
侯门,2,2,0.5,2,-1.0
侵入,2,2,0.5,2,-1.0
俄罗斯当寡头,2,2,0.5,6,-1.0
保镖,2,2,0.5,2,-1.0
信我,2,2,1.0,2,0.0
信条,2,2,0.5,2,-1.0
修仙之,2,2,0.5,3,1.0
修仙了,2,2,0.5,3,-1.0
修仙大,2,2,0.5,3,1.0
修仙小,2,2,0.5,3,1.0
修仙就是这,2,2,0.5,5,-1.0
修仙的我,2,2,1.0,4,0.0
修仙长生,2,2,1.0,4,0.0
修仙靠,2,2,0.5,3,-1.0
修复,2,2,1.0,2,0.0
修成,2,2,0.5,2,1.0
修炼武,2,2,1.0,3,0.0
修神,2,2,1.0,2,0.0
修罗,2,2,1.0,2,0.0
修行笔记,2,2,0.5,4,-1.0
修行者,2,2,1.0,3,0.0
修道人生,2,2,0.5,4,-1.0
修道者,2,2,0.5,3,-1.0
俺寻思这挺,2,2,0.5,5,-1.0
债主,2,2,1.0,2,0.0
倾天下,2,2,0.5,3,-1.0
假成真,2,2,0.5,3,-1.0
假面骑士,2,2,1.0,4,0.0
做到极致,2,2,0.5,4,-1.0
做游戏是,2,2,0.5,4,1.0
做男神,2,2,1.0,3,-1.0
做的,2,2,0.5,2,1.0
做皇帝,2,2,0.5,3,-1.0
做神豪,2,2,0.5,3,-1.0
做财阀,2,2,0.5,3,-1.0
做起,2,2,0.5,2,-1.0
做道,2,2,0.5,2,1.0
偷偷,2,2,1.0,2,0.0
偷听心声,2,2,0.5,4,-1.0
偷看我日记,2,2,1.0,5,-1.0
傀儡皇,2,2,0.5,3,1.0
傲天,2,2,1.0,2,0.0
傲娇,2,2,1.0,2,0.0
僧不想,2,2,0.5,3,1.0
儒道,2,2,0.5,2,-1.0
儿杨,2,2,0.5,2,1.0
元真,2,2,0.5,2,1.0
兄弟,2,2,1.0,2,0.0
先生开始,2,2,0.5,4,-1.0
光大,2,2,0.5,2,1.0
光宝鉴,2,2,0.5,3,-1.0
光开,2,2,0.5,2,1.0
克拉,2,2,1.0,2,0.0
兔子,2,2,0.5,2,-1.0
入了,2,2,0.5,2,1.0
入侵现,2,2,0.5,3,1.0
入侵美,2,2,1.0,3,0.0
入戏太深,2,2,1.0,4,0.0
入梦,2,2,1.0,2,0.0
入神话,2,2,0.5,3,1.0
全世界只有我,2,2,0.5,6,-1.0
全人类,2,2,0.5,3,-1.0
全国,2,2,1.0,2,1.0
全是病娇,2,2,0.5,4,-1.0
全是真,2,2,0.5,3,1.0
全民星,2,2,0.5,3,-1.0
全民逃荒,2,2,0.0,4,-1.0
全球在线,2,2,1.0,4,0.0
全球流行,2,2,0.5,4,-1.0
全球游戏,2,2,0.5,4,-1.0
全球神祇,2,2,0.5,4,-1.0
全球觉醒,2,2,0.0,4,-1.0
全球诡异,2,2,0.0,4,-1.0
全球进化,2,2,0.0,4,-1.0
全职艺术家,2,2,1.0,5,-1.0
全职高手之,2,2,0.5,5,-1.0
全联盟,2,2,0.5,3,-1.0
全能学霸,2,2,1.0,4,0.0
全能巨星,2,2,1.0,4,0.0
全被,2,2,0.5,2,1.0
全靠,2,2,1.0,2,1.0
八一,2,2,0.5,2,1.0
八八,2,2,1.0,2,1.0
八百,2,2,0.5,2,1.0
八零后,2,2,0.5,3,-1.0
公务员,2,2,0.5,3,-1.0
公子别,2,2,0.5,3,-1.0
公开,2,2,1.0,2,0.0
公敌,2,2,0.5,2,-1.0
六迹之,2,2,0.5,3,-1.0
六零,2,2,1.0,2,0.0
兰若,2,2,0.5,2,-1.0
关注,2,2,0.5,2,1.0
兵了,2,2,1.0,2,1.0
兵仙,2,2,1.0,2,0.0
兵团,2,2,0.5,2,-1.0
典狱长,2,2,0.5,3,-1.0
养全,2,2,0.5,2,1.0
养指南,2,2,0.5,3,-1.0
养殖开始,2,2,1.0,4,0.0
养活,2,2,0.5,2,1.0
养猪,2,2,0.5,2,1.0
养生功开始,2,2,1.0,5,0.0
内娱,2,2,1.0,2,0.0
再也不,2,2,0.5,3,1.0
再次伟大,2,2,0.5,4,-1.0
冒充,2,2,0.5,2,1.0
冒牌大,2,2,1.0,3,0.0
写了,2,2,0.5,2,1.0
写的,2,2,0.5,2,1.0
写轮眼,2,2,1.0,3,0.0
军团,2,2,0.5,2,-1.0
军校,2,2,1.0,2,1.0
军火商,2,2,0.5,3,1.0
军途,2,2,1.0,2,-1.0
军阀,2,2,0.5,2,-1.0
农业,2,2,1.0,2,0.0
农夫,2,2,1.0,2,0.0
农民,2,2,0.5,2,-1.0
冠冕,2,2,1.0,2,0.0
冠王,2,2,0.5,2,-1.0
冠盖,2,2,0.5,2,-1.0
冥河,2,2,1.0,2,1.0
冰魔,2,2,1.0,2,0.0
决战,2,2,1.0,2,0.0
决斗场,2,2,1.0,3,0.0
净化,2,2,0.5,2,1.0
凌霄,2,2,1.0,2,0.0
凛冬领主,2,2,1.0,4,-1.0
凡人修仙,2,2,0.5,4,-1.0
凤华,2,2,0.5,2,-1.0
凯多,2,2,1.0,2,1.0
出一个,2,2,0.5,3,1.0
出了,2,2,1.0,2,1.0
出击,2,2,0.5,2,-1.0
出山,2,2,0.5,2,-1.0
出手,2,2,1.0,2,1.0
出来了,2,2,1.0,3,0.0
出租,2,2,1.0,2,0.0
出身,2,2,1.0,2,1.0
击碎,2,2,0.5,2,-1.0
刀法,2,2,1.0,2,0.0
刃里,2,2,0.5,2,-1.0
分解大师,2,2,1.0,4,-1.0
刑侦,2,2,0.5,2,-1.0
刑官,2,2,0.5,2,-1.0
刑警,2,2,1.0,2,0.0
刘备种,2,2,0.5,3,1.0
则莱茵,2,2,0.5,3,1.0
刚准备,2,2,0.5,3,-1.0
刚被,2,2,0.5,2,-1.0
创世,2,2,1.0,2,0.0
创建,2,2,0.5,2,1.0
判官,2,2,0.5,2,-1.0
别再,2,2,0.5,2,-1.0
别回,2,2,0.5,2,1.0
别怂,2,2,1.0,2,-1.0
别急,2,2,1.0,2,-1.0
别惹我,2,2,1.0,3,-1.0
别打,2,2,1.0,2,0.0
别秀,2,2,1.0,2,0.0
别闹,2,2,1.0,2,0.0
到不,2,2,0.5,2,1.0
到八,2,2,0.5,2,1.0
到北宋,2,2,1.0,3,0.0
到十年,2,2,1.0,3,1.0
到地,2,2,0.5,2,1.0
到大明,2,2,1.0,3,0.0
到女,2,2,0.5,2,1.0
到小,2,2,0.5,2,1.0
到山,2,2,0.5,2,1.0
到工业,2,2,1.0,3,1.0
到帝,2,2,0.5,2,1.0
到影帝,2,2,0.5,3,-1.0
到总,2,2,0.5,2,1.0
到成,2,2,0.5,2,1.0
到我,2,2,0.5,2,1.0
到战争之王,2,2,0.5,5,-1.0
到文娱,2,2,0.5,3,1.0
到无,2,2,0.5,2,1.0
到武林,2,2,0.5,3,1.0
到死,2,2,1.0,2,0.0
到清,2,2,1.0,2,0.0
到游戏,2,2,0.5,3,1.0
到生,2,2,0.5,2,1.0
到的,2,2,0.5,2,1.0
到科,2,2,0.5,2,1.0
到系,2,2,0.5,2,1.0
到红,2,2,0.5,2,1.0
到自己,2,2,0.5,3,1.0
到账,2,2,0.5,2,-1.0
到超级,2,2,0.5,3,1.0
到长,2,2,0.5,2,1.0
到隐,2,2,0.5,2,1.0
到霍格沃茨,2,2,1.0,5,0.0
制作人,2,2,0.5,3,-1.0
制大师,2,2,0.5,3,-1.0
制片,2,2,0.5,2,1.0
制造商,2,2,0.5,3,-1.0
制霸,2,2,0.5,2,1.0
刷刷,2,2,1.0,2,0.0
刷满,2,2,1.0,2,1.0
刷经验,2,2,0.5,3,1.0
刷钱,2,2,1.0,2,0.0
刷黑科技,2,2,1.0,4,0.0
前世成真,2,2,0.0,4,-1.0
前女友们,2,2,0.5,4,1.0
剑主,2,2,0.5,2,-1.0
剑修,2,2,1.0,2,0.0
剑天,2,2,0.5,2,1.0
剑客,2,2,1.0,2,0.0
剑气,2,2,1.0,2,0.0
剑走偏锋,2,2,1.0,4,0.0
剑道独尊,2,2,0.0,4,-1.0
剑问,2,2,1.0,2,1.0
剑魂,2,2,0.5,2,1.0
剧开始,2,2,0.5,3,-1.0
剧本杀,2,2,1.0,3,0.0
剧里的,2,2,0.5,3,1.0
剩女,2,2,0.5,2,-1.0
力之,2,2,0.5,2,1.0
力加,2,2,1.0,2,1.0
力开始,2,2,1.0,3,0.0
功力,2,2,0.5,2,-1.0
加一,2,2,1.0,2,0.0
加油,2,2,1.0,2,0.0
加班,2,2,0.5,2,-1.0
动乾坤,2,2,0.5,3,-1.0
动力,2,2,1.0,2,0.0
努力了,2,2,0.5,3,-1.0
励精图治,2,2,1.0,4,1.0
劳是,2,2,0.5,2,1.0
勒斯,2,2,1.0,2,1.0
勤奋,2,2,1.0,2,0.0
包围了,2,2,0.5,3,-1.0
包大,2,2,0.5,2,1.0
包车,2,2,1.0,2,0.0
化工,2,2,1.0,2,0.0
化系统,2,2,0.5,3,-1.0
北大,2,2,0.5,2,1.0
北宋大,2,2,0.5,3,-1.0
北宋小,2,2,0.5,3,-1.0
北宋当,2,2,0.5,3,1.0
北朝,2,2,1.0,2,0.0
北电,2,2,1.0,2,1.0
匹夫,2,2,0.5,2,-1.0
医嫁,2,2,1.0,2,0.0
医开始,2,2,1.0,3,0.0
医生太,2,2,0.5,3,1.0
医院,2,2,0.5,2,1.0
医馆,2,2,0.5,2,-1.0
医香,2,2,1.0,2,-1.0
