word,count,independent,bind,len,compound_entropy,cohesion
一枚,5,2,0.6,2,1.371,7.1477
一起,5,5,0.2,2,2.3219,3.1658
上将,5,2,0.75,2,0.8113,5.6885
上班,5,3,1.0,2,0.9183,6.8178
不死的我,5,2,1.0,4,0.9183,5.0692
不科学,5,5,0.5,3,1.0,4.8564
世唐,5,1,0.8,2,0.7219,2.511
世界当,5,5,0.2,3,2.3219,2.3453
东方,5,3,0.5,2,1.5,6.6396
丧尸,5,5,0.3333,2,1.585,10.5059
个修,5,1,0.6,2,1.371,2.0696
中华,5,5,0.3333,2,1.585,4.9827
之资,5,1,0.5,2,1.5219,4.1665
之超级,5,3,0.4,3,1.9219,2.378
之金,5,1,0.4,2,1.5219,2.0112
九天,5,5,0.25,2,2.0,2.5796
了吧,5,1,0.8,2,0.7219,3.6618
五百年,5,5,0.2,3,2.3219,8.2109
人太,5,2,0.6,2,1.371,1.5919
人设崩,5,1,0.8,3,0.7219,6.5084
从一人,5,1,0.4,3,1.5219,3.3806
从今,5,1,0.8,2,0.7219,4.1307
从士兵突击开始,5,2,1.0,7,0.8113,6.2682
从娶,5,1,0.6667,2,1.371,4.6832
从拜,5,1,0.8,2,0.7219,4.1978
从木,5,1,1.0,2,0.7219,2.3422
从每,5,1,0.8,2,0.7219,3.5901
从洪,5,3,0.5,2,1.585,2.7075
从港综,5,2,1.0,3,0.9183,3.5901
从猎,5,1,1.0,2,1.0,2.5677
从获得,5,5,1.0,3,0.7219,4.5901
从金,5,3,0.4,2,1.9219,1.9754
从黑,5,1,1.0,2,1.9183,2.1471
从龙族,5,1,0.8,3,0.7219,3.8352
仙侠,5,1,0.8,2,0.7219,3.3766
仙缘,5,3,0.4,2,1.9219,4.7689
仙途,5,5,0.2,2,2.3219,4.599
传承,5,5,0.5,2,1.0,7.1431
但是,5,5,1.0,2,0.7219,5.3449
你就,5,3,0.4,2,1.9219,3.4051
你把,5,5,0.5,2,1.5,5.1733
俗人,5,5,0.3333,2,1.585,4.7428
修仙世界,5,2,0.6,4,1.0,3.0823
光明,5,5,1.0,2,2.585,3.4255
全家,5,2,0.75,2,0.8113,2.5236
全知,5,2,0.6,2,1.371,5.3829
八十年,5,2,1.0,3,0.8113,8.2109
具现,5,1,0.4,2,1.5219,9.6758
农庄,5,3,0.4,2,1.9219,9.4663
出道,5,3,0.4,2,1.9219,3.5957
刀开始,5,3,0.4,3,1.9219,3.72
列车,5,5,0.5,2,1.0,9.295
初唐,5,5,0.5,2,1.585,7.4028
到中,5,3,0.4,2,1.9219,4.2391
剑出,5,5,0.2,2,2.3219,4.6096
剑开始,5,2,0.6,3,1.371,1.5314
剑豪,5,5,1.0,2,2.585,4.6992
剧情,5,2,0.6667,2,0.9183,7.5168
功法,5,5,0.3333,2,1.9219,5.5725
加点修行,5,3,0.4,4,1.9219,8.8814
加钱,5,2,0.6,2,1.371,7.1366
医圣,5,5,1.0,2,2.585,4.4255
千万,5,3,0.6667,2,1.5,4.7916
危机,5,5,0.5,2,1.0,8.8095
却成了,5,3,0.6667,3,1.5219,6.7993
原始,5,2,0.5,2,1.5,4.0625
厨神,5,5,0.3333,2,1.585,4.6797
去了,5,1,1.0,2,0.9183,3.6293
只有我知道,5,3,0.4,5,1.9219,7.6488
可不,5,1,0.8,2,0.7219,3.5125
可以无限,5,3,0.4,4,1.9219,7.4909
可能是,5,1,0.8,3,0.7219,6.5375
史上最强,5,5,0.2,4,2.3219,8.0685
吃瓜,5,3,0.5,2,1.5,10.8514
吕布,5,5,0.25,2,2.0,11.3539
呼吸,5,1,0.8,2,0.7219,12.2835
命之,5,2,0.6,2,1.371,2.5598
命格,5,1,0.8,2,0.7219,5.8548
唯我独,5,1,0.8,3,0.7219,10.6534
嘉靖,5,5,0.5,2,1.5,11.7689
噩梦,5,5,0.3333,2,1.585,9.7216
四合院里的,5,5,0.2,5,2.3219,5.4506
图书馆,5,3,1.0,3,2.2516,11.1315
土豪,5,5,1.0,2,2.585,7.2749
圣光,5,5,0.3333,2,2.0,4.8405
在古代,5,1,0.8,3,0.7219,5.0051
在末世,5,5,0.25,3,2.0,3.8352
在现实世界,5,1,1.0,5,0.7219,7.0051
在都市,5,5,0.2,3,2.3219,4.3729
地府,5,5,0.5,2,1.0,7.0081
复制,5,5,0.25,2,2.0,7.2664
大反派,5,5,1.0,3,2.585,3.5725
大将,5,5,0.2,2,2.3219,3.4876
大抽,5,1,0.8,2,0.7219,3.862
大明第一,5,5,0.2,4,2.3219,4.9658
大荒,5,5,0.3333,2,1.585,2.1412
大魏,5,5,0.5,2,1.0,5.1575
天罡,5,2,0.75,2,0.8113,6.4671
天道酬勤,5,5,0.5,4,1.0,6.4671
天骄,5,5,0.5,2,1.0,5.6191
太听劝了,5,5,0.2,4,2.3219,6.7993
太稳,5,2,0.6,2,1.371,7.1155
夺嫡,5,2,0.75,2,0.8113,9.9254
奇幻,5,5,0.3333,2,2.0,6.9725
奇迹,5,5,1.0,2,0.8113,8.1601
女儿身,5,1,0.8,3,0.7219,7.9615
好人,5,2,1.0,2,1.7925,2.1161
娱乐之,5,5,1.0,3,2.585,2.9535
子不,5,3,0.4,2,1.9219,1.5911
守则,5,5,0.2,2,2.3219,9.2164
富贵,5,5,0.3333,2,1.585,8.0685
对象,5,2,0.6,2,1.371,8.2191
将军,5,2,0.6,2,1.371,6.9416
就变强,5,5,0.2,3,2.3219,7.3226
尸人,5,5,1.0,2,2.585,3.6604
尽头,5,5,0.2,2,2.3219,7.9684
工厂,5,5,0.2,2,2.3219,8.1866
师妹,5,5,0.5,2,1.585,5.1906
师父,5,3,0.5,2,1.5,4.0531
帝皇,5,3,0.6667,2,1.5,3.7611
幕后黑手,5,2,0.6,4,1.371,8.71
开始成就,5,5,0.2,4,2.3219,5.4856
开始的诸天,5,3,0.5,5,1.5,4.9347
开始长生,5,5,1.0,4,2.585,1.8533
开局一个,5,3,1.0,4,0.9183,4.2959
开局加,5,1,1.0,3,0.7219,4.4113
异世之,5,5,0.2,3,2.3219,3.304
异界之,5,5,0.2,3,2.3219,3.2336
张三丰,5,5,0.3333,3,1.585,12.2384
强国,5,5,0.3333,2,1.585,3.2013
强大,5,1,0.8,2,0.7219,1.6396
强者,5,2,1.0,2,1.7925,4.2282
当文豪,5,5,1.0,3,2.585,5.6293
当老,5,3,0.4,2,1.9219,3.5139
必须,5,3,0.5,2,1.9219,11.8013
怎么了,5,5,0.2,3,2.3219,3.2386
怎么当,5,3,0.4,3,1.9219,4.5016
怪兽,5,5,0.3333,2,2.0,6.3766
成了神,5,3,0.4,3,1.9219,2.57
成仙了,5,5,1.0,3,1.0,4.5976
我叫,5,5,1.0,2,1.0,1.5332
我在修仙界,5,3,0.4,5,1.9219,4.3912
我在异界,5,5,0.2,4,2.3219,3.5838
我在现实,5,1,0.8,4,0.7219,4.5838
我在西游,5,5,0.2,4,2.3219,4.5838
我在诸,5,1,0.8,3,0.7219,3.1432
我家娘子,5,5,0.25,4,2.3219,4.8062
我有无数,5,3,1.0,4,1.0,5.0692
我爆红,5,1,0.8,3,0.7219,4.5838
我的分身,5,5,0.2,4,2.3219,5.0692
我的前,5,2,0.6,3,1.371,4.2506
我的物品,5,2,0.6,4,1.371,5.0692
我的系统,5,5,1.0,4,1.0,2.9756
我的职业,5,3,0.4,4,1.9219,4.7245
我的超能力,5,1,0.8,5,0.7219,4.8062
我真的是,5,3,1.0,4,2.2516,4.7599
我能看见,5,5,0.2,4,2.3219,5.0692
我被迫,5,1,1.0,3,0.8113,4.0692
战场,5,1,1.0,2,0.8113,5.6169
截教,5,5,0.3333,2,2.0,8.5059
手搓,5,2,0.6,2,1.371,8.447
打工,5,5,0.3333,2,1.585,5.4548
打穿,5,3,0.5,2,1.5,4.4642
打职业,5,3,0.6667,3,1.5219,6.5517
执掌,5,3,1.0,2,1.0,9.1315
投影,5,3,0.5,2,1.585,6.7323
抽象,5,3,0.5,2,1.5,9.4184
控制,5,1,0.8,2,0.7219,8.0648
摸鱼,5,3,0.4,2,1.9219,9.9209
操作,5,5,1.0,2,1.0,9.1733
改造,5,5,0.25,2,2.0,7.5465
整个,5,5,0.3333,2,1.9219,6.1739
斗罗之我,5,2,0.6,4,1.371,3.6907
新世,5,1,0.8,2,0.7219,3.5616
旁门,5,2,0.5,2,1.5,8.2055
无间,5,1,0.4,2,1.5219,3.7357
明日,5,3,0.4,2,1.9219,2.4847
是传,5,1,0.8,2,0.7219,2.6867
是大佬,5,5,0.2,3,2.3219,3.7599
是太,5,2,0.6,2,1.371,2.1065
最后的,5,3,1.0,3,1.0,4.0355
朝好,5,1,0.8,2,0.7219,5.3177
术师,5,5,0.3333,2,1.585,3.5126
杀手,5,3,0.4,2,1.585,5.1012
来到,5,2,0.6,2,1.371,3.1483
柯学,5,2,0.75,2,0.8113,6.3904
样子,5,1,0.8,2,0.7219,6.5945
模拟人生,5,5,0.5,4,1.585,5.8703
武世界,5,3,1.0,3,0.9183,2.1995
武当,5,2,0.75,2,0.8113,2.3619
死亡,5,5,0.5,2,1.0,7.3629
毁灭,5,5,0.25,2,2.0,10.409
民俗,5,5,0.5,2,1.0,8.5009
民国,5,5,0.5,2,1.0,4.5062
没有上限,5,3,0.4,4,1.9219,9.0685
没让你,5,5,0.2,3,2.3219,6.1212
治愈系,5,5,1.0,3,2.585,8.4712
法兰西,5,5,0.5,3,1.0,8.5725
法时代,5,1,0.8,3,0.7219,4.4026
海岛,5,1,0.4,2,1.5219,6.2975
深情,5,2,1.0,2,1.0,7.3241
清朝,5,5,0.5,2,1.0,6.5084
游戏世界,5,5,1.0,4,1.0,3.0823
游戏王,5,2,0.6667,3,1.371,3.3398
游戏设计,5,2,1.0,4,0.971,7.6618
演义,5,3,0.4,2,1.9219,7.6711
漫画家,5,5,1.0,3,2.585,7.5311
灵气复苏,5,5,0.3333,4,1.585,9.1575
灾变,5,3,0.6667,2,1.5,7.5647
炼金,5,3,0.4,2,1.585,6.1225
然后,5,3,0.4,2,1.9219,6.0229
爆红了,5,1,0.8,3,0.7219,6.3138
牌了,5,1,0.8,2,0.7219,4.2143
特工,5,5,0.3333,2,1.585,6.3215
狂徒,5,5,1.0,2,0.9183,7.5456
献上,5,3,0.4,2,1.9219,7.4959
玄门,5,5,0.2,2,2.3219,6.0128
王朝,5,3,0.4,2,1.9219,4.2506
王者,5,5,0.5,2,1.0,3.4241
球之,5,1,0.8,2,0.7219,1.5925
球神,5,3,0.5,2,1.5,1.8942
生存指南,5,5,0.2,4,2.3219,6.3186
生活录,5,5,0.2,3,2.3219,6.3186
生物,5,5,0.25,2,2.0,2.2482
生者,5,1,0.4,2,1.5219,1.5852
电子,5,5,0.25,2,2.0,4.8355
电影世界,5,3,0.4,4,1.9219,5.9739
界第一,5,2,0.6,3,1.371,3.2539
界都,5,2,0.6,2,1.371,2.2928
登陆,5,2,0.6,2,1.371,9.295
白蛇,5,5,0.25,2,2.0,9.0464
的宇,5,1,0.8,2,0.7219,2.2807
的年代,5,2,0.6,3,1.371,2.3351
的男人,5,3,0.4,3,1.9219,4.5761
的自我修养,5,5,0.2,5,2.3219,5.7136
的霍格沃茨,5,5,1.0,5,2.585,2.481
的青,5,2,0.4,2,1.9219,2.2542
皇子,5,5,0.25,2,2.0,3.4748
真君,5,5,0.5,2,1.585,4.2757
真有,5,2,0.6,2,1.371,2.2498
祖国,5,1,0.8,2,0.7219,4.4507
神秘复苏,5,5,0.5,4,1.5,6.3426
神空间,5,1,0.8,3,0.7219,5.0207
禁忌,5,1,0.6667,2,0.9183,11.4794
科学家,5,1,0.4,3,1.5219,5.4157
科技帝国,5,5,1.0,4,1.0,6.9684
秦始皇,5,2,0.6,3,1.371,8.9753
秦时明月之,5,5,0.2,5,2.3219,6.304
穿了,5,3,0.5,2,1.585,1.8638
竟然,5,3,0.4,2,1.9219,8.447
系统才,5,2,1.0,3,0.7219,4.8989
练成,5,1,0.8,2,0.7219,3.6439
组织,5,2,0.6,2,1.0,12.2164
经理,5,3,0.5,2,1.5,7.3539
编造,5,3,0.6667,2,1.5,8.409
联网,5,2,0.6,2,1.371,5.9201
肝经验,5,2,0.6,3,1.371,10.1366
能加点,5,5,0.5,3,1.0,5.6961
能提,5,1,0.8,2,0.7219,5.0746
能有什么坏心思,5,5,0.2,7,2.3219,8.0746
节目,5,5,0.3333,2,1.9219,11.753
花开,5,5,0.5,2,1.0,2.9788
苟成,5,5,0.3333,2,1.585,4.4246
荣光,5,5,0.2,2,2.3219,8.0105
药师,5,5,0.3333,2,2.0,4.8803
蒸汽,5,3,0.5,2,1.0,13.3539
蓝星,5,5,0.3333,2,1.9219,6.1733
蜘蛛侠,5,5,1.0,3,0.9183,9.6985
蝙蝠侠,5,5,0.5,3,1.5,9.9615
血条,5,3,0.5,2,1.9219,7.5168
被女,5,3,0.4,2,1.9219,3.3887
计划,5,3,0.4,2,1.9219,11.2055
让你做,5,2,0.6,3,1.371,6.2001
设计师,5,2,1.0,3,1.7925,6.3751
话事人,5,5,0.2,3,2.3219,6.5084
诡道,5,3,1.0,2,2.2516,3.5278
说我是,5,3,0.4,3,1.9219,5.3539
请自重,5,5,0.2,3,2.3219,7.1477
谁说,5,2,0.6,2,1.371,5.8684
调教,5,3,0.5,2,1.5,7.3539
调查,5,2,0.6,2,1.371,10.7689
财富自由,5,5,0.5,4,1.371,11.2384
贼开始,5,2,0.6,3,1.371,2.5407
赛博朋克,5,5,1.0,4,0.8113,11.295
赢家,5,1,0.8,2,0.7219,6.9462
赶山,5,5,0.3333,2,2.0,8.6985
超维,5,5,0.2,2,2.3219,5.9957
身边,5,3,0.4,2,1.585,7.4043
轨迹,5,3,0.4,2,1.9219,11.0908
轮回者,5,5,0.5,3,1.585,6.505
边缘,5,3,0.4,2,1.585,9.5059
还好,5,2,0.75,2,1.371,5.8741
还要,5,5,0.3333,2,1.9219,6.2845
这不是,5,5,1.0,3,0.9183,3.9626
这个医生,5,5,0.2,4,2.3219,6.3186
这个宇智波,5,5,0.25,5,2.3219,6.4946
远征,5,3,0.6667,2,1.5,11.0034
逆流,5,5,1.0,2,2.585,6.2506
逆袭系统,5,2,0.75,4,0.8113,7.094
造者,5,1,1.0,2,1.2516,4.8131
道果,5,3,0.6667,2,0.9183,5.8008
道独,5,2,0.6,2,1.371,4.6853
遮天之,5,5,0.2,3,2.3219,3.768
都不,5,3,0.4,2,1.9219,2.367
都想,5,2,0.4,2,1.9219,3.749
都是我,5,5,0.2,3,2.3219,2.6363
都重生了谁还,5,5,0.2,6,2.3219,8.486
重生之我是,5,5,0.25,5,2.3219,5.3539
重生日本,5,3,1.0,4,2.2516,6.4176
长夜,5,5,0.5,2,1.0,5.164
长子,5,5,1.0,2,1.0,2.5202
长生修,5,1,0.8,3,0.7219,3.2953
长生武,5,2,1.0,3,1.7925,3.2842
门开始,5,5,1.0,3,2.585,1.5596
阴间,5,2,0.5,2,1.5,7.4959
阴阳,5,5,0.3333,2,1.585,8.8095
院开始,5,1,0.5,3,1.0,2.9746
除魔,5,3,0.4,2,1.585,6.9065
霍雨浩,5,3,0.5,3,1.5,9.2579
霸王,5,3,0.4,2,1.9219,4.0531
非人,5,1,0.4,2,1.5219,3.438
风华,5,5,1.0,2,2.585,5.1621
首富从,5,5,1.0,3,2.585,4.8897
骑砍,5,5,0.3333,2,1.585,9.7023
鬼神,5,3,0.5,2,1.0,2.9734
魅魔,5,5,0.3333,2,1.585,7.3659
魔兽,5,5,0.5,2,1.0,4.459
黑粉,5,2,0.75,2,1.0,8.2328
龙族开始,5,1,0.8,4,0.7219,4.0526
一条,4,4,0.3333,2,2.0,4.0184
一点,4,4,0.5,2,1.0,2.7553
一等,4,4,0.5,2,1.0,5.9777
万族,4,4,0.3333,2,2.0,4.0547
三十年,4,4,0.25,3,2.0,6.3177
三年,4,4,1.0,2,0.9183,2.9821
三界,4,4,0.25,2,2.0,1.9319
下第一,4,1,0.75,3,0.8113,4.5807
不可能是,4,1,0.75,4,0.8113,6.913
不装了,4,4,1.0,3,-1.0,6.65
不许,4,4,0.5,2,1.0,6.065
不过,4,4,0.3333,2,1.585,3.2349
专属,4,1,0.75,2,0.8113,9.125
世民,4,1,1.0,2,0.8113,3.3746
世间,4,2,0.6667,2,0.9183,2.6041
个游戏,4,2,0.5,3,1.5,2.6194
个演员,4,2,0.5,3,1.0,6.437
中医,4,4,0.5,2,1.0,4.8141
中单,4,2,0.6667,2,1.5,6.7651
中国,4,4,0.5,2,1.585,3.5899
中奖,4,1,1.0,2,0.9183,7.0871
中年,4,2,1.0,2,0.8113,3.9441
为何,4,4,0.3333,2,2.0,7.3814
为师,4,4,0.5,2,1.585,2.4145
主持,4,2,0.6667,2,0.9183,7.6169
主神空间,4,4,0.5,4,1.0,7.6169
么都,4,1,0.75,2,0.8113,3.4729
之传奇,4,4,0.25,3,2.0,3.0946
之军,4,4,0.25,2,2.0,2.1142
之劫,4,4,0.25,2,2.0,4.3971
之实,4,1,0.75,2,0.8113,2.5227
之无限,4,4,0.25,3,2.0,1.7041
九零,4,4,0.5,2,1.0,7.0289
书生,4,4,0.5,2,1.0,2.3186
乾坤,4,2,0.5,2,1.5,11.9165
了吗,4,4,0.25,2,2.0,3.9413
了游戏,4,1,0.75,3,0.8113,1.6597
争锋,4,2,0.5,2,1.5,8.7367
五五开,4,4,0.3333,3,2.0,5.9788
人在北美,4,4,0.5,4,1.5,6.1864
人在大,4,2,0.5,3,1.5,1.7251
人在诸天,4,4,0.0,4,-1.0,4.0202
人在高,4,1,0.75,3,0.8113,4.8771
人族,4,4,0.3333,2,1.585,2.1161
人生赢家,4,2,0.5,4,1.5,6.5084
人设崩了,4,2,0.5,4,1.5,6.4773
亿万,4,4,0.25,2,2.0,5.589
从今天,4,1,0.75,3,0.8113,4.2682
从吞噬,4,2,0.5,3,1.5,3.4608
从和,4,4,1.0,2,0.9183,2.8758
从山,4,2,1.0,2,1.0,1.5133
从庆余年,4,1,1.0,4,0.8113,5.6832
从成为,4,4,1.0,3,0.8113,2.8419
从打,4,2,1.0,2,0.9183,1.729
从拜师,4,4,0.5,3,1.585,4.8087
从木叶,4,1,0.75,3,0.8113,2.2682
从每日情报,4,1,0.75,5,0.8113,5.9462
从白,4,4,0.25,2,2.0,2.5133
从种,4,4,1.0,2,0.9183,2.2682
从红,4,2,1.0,2,1.0,1.7136
从解,4,4,0.25,2,2.0,3.5677
从龙族开始,4,4,0.25,5,2.0,5.9462
任务,4,2,0.6667,2,0.9183,10.5465
低调,4,4,0.5,2,1.0,9.71
体内,4,1,0.75,2,0.8113,7.7714
体有,4,1,0.75,2,0.8113,4.2808
你怎么,4,4,1.0,3,0.8113,3.9687
使徒,4,4,0.25,2,2.0,8.2593
信仰,4,4,0.5,2,1.0,11.0319
修改器,4,4,0.25,3,2.0,7.9276
俱乐部,4,4,0.25,3,2.0,12.3539
做个,4,1,0.75,2,0.8113,3.2832
做大,4,1,0.75,2,0.8113,1.8192
先生,4,2,0.6667,2,0.9183,3.7336
克苏鲁,4,2,1.0,3,1.0,11.295
入职,4,4,0.5,2,1.0,5.3595
八年,4,1,0.75,2,0.8113,4.8186
兴趣,4,1,0.75,2,0.8113,11.71
养成系,4,1,0.75,3,0.8113,6.5643
养殖,4,1,0.5,2,1.5,9.4671
兽医,4,4,1.0,2,1.0,5.1739
兽师,4,4,0.5,2,1.585,3.6057
写日记,4,4,0.5,3,1.5,9.3919
军之,4,1,0.75,2,0.8113,2.1142
军火,4,2,0.5,2,1.5,4.5298
农场,4,4,0.5,2,1.0,7.4074
冷宫,4,4,0.5,2,1.0,9.6534
准备,4,2,0.6667,2,1.5,10.3539
几个,4,4,0.3333,2,2.0,6.437
凡世,4,1,1.0,2,0.8113,3.4621
出个,4,2,0.5,2,1.5,3.3839
刚成,4,4,0.25,2,2.0,4.7442
别叫我,4,4,1.0,3,0.9183,5.0692
别惹,4,2,0.5,2,1.5,9.5168
到万,4,4,0.25,2,2.0,2.6921
制造,4,2,0.6667,2,0.9183,5.8741
前任,4,4,0.5,2,1.0,8.71
前女友,4,2,0.6667,3,1.5,7.6511
剧透,4,4,1.0,2,1.0,10.4876
功开始,4,2,0.5,3,1.5,3.1636
动物园,4,4,0.25,3,2.0,9.7052
助我,4,2,0.5,2,1.5,3.3688
化龙,4,4,1.0,2,1.0,3.9881
区之,4,1,0.75,2,0.8113,4.8446
十万,4,4,0.5,2,1.585,4.0894
十六,4,4,0.3333,2,1.585,6.6744
千古,4,4,0.3333,2,1.585,5.6948
千金,4,4,0.5,2,1.0,5.3468
千面,4,2,0.5,2,1.0,5.853
华山,4,4,0.5,2,1.0,4.1727
单啊,4,1,0.75,2,0.8113,6.432
南明,4,4,1.0,2,1.0,3.6396
却过,4,1,0.75,2,0.8113,7.5465
原来我,4,2,0.5,3,1.5,4.2619
参加,4,4,0.5,2,1.0,9.1839
合成系,4,4,1.0,3,0.9183,6.6639
合法,4,4,0.25,2,2.0,4.2871
后成,4,2,0.5,2,1.5,2.0572
君子,4,4,0.5,2,1.0,3.8645
吾乃,4,4,1.0,2,1.0,10.8944
告诉,4,1,0.75,2,0.8113,13.1315
呼吸法,4,1,0.75,3,0.8113,8.2506
命格成圣,4,4,0.3333,4,2.0,8.9615
命运,4,4,0.3333,2,1.585,6.6248
品天,4,2,0.5,2,1.5,2.9753
哭什么,4,1,0.75,3,0.8113,7.2986
唐朝好,4,4,0.25,3,2.0,7.9026
唯我独法,4,4,0.0,4,-1.0,8.2506
商店,4,4,1.0,2,1.0,8.3919
喜欢,4,4,0.3333,2,1.585,8.71
四十,4,4,0.5,2,1.0,5.7484
国医,4,4,0.5,2,1.585,2.9987
国战,4,2,0.5,2,1.5,2.5347
国民,4,2,0.5,2,1.0,4.1842
国际,4,4,0.5,2,1.0,5.1562
圆满,4,1,1.0,2,0.8113,9.0965
圣骑,4,2,0.6667,2,1.5,6.1036
在三国,4,2,0.5,3,1.5,2.8554
在下,4,4,0.25,2,2.0,1.8758
在仙界,4,2,0.6667,3,0.9183,4.4202
在手,4,1,0.6667,2,0.9183,1.7763
在神诡,4,1,0.6667,3,1.5,5.4202
在美国,4,1,0.75,3,0.8113,5.9498
在遮天,4,1,1.0,3,0.8113,4.1471
在霍格沃,4,1,0.75,4,0.8113,3.3327
在高武,4,1,1.0,3,0.8113,4.4816
垃圾,4,4,0.25,2,2.0,13.9388
垄断,4,2,0.5,2,1.5,12.4794
型上单,4,1,1.0,3,0.8113,11.02
复活,4,4,0.5,2,1.0,6.0933
外科,4,2,0.5,2,1.0,5.9227
大冒险,4,4,0.25,3,2.0,4.973
大唐第一,4,4,0.25,4,2.0,6.1554
大娱乐,4,1,0.75,3,0.8113,2.6225
大导,4,2,1.0,2,0.9183,2.9026
大抽奖,4,2,0.5,3,1.5,5.4876
大有问题,4,4,0.25,4,2.0,5.125
大玩家,4,4,0.25,3,2.0,2.5401
大穿越,4,2,0.5,3,1.5,1.5005
天下无敌,4,4,1.0,4,1.0,6.3076
天啊,4,1,1.0,2,0.8113,1.8672
天大圣,4,4,0.25,3,2.0,4.6598
天记,4,4,0.25,2,2.0,2.1096
天赋开始,4,4,0.5,4,1.0,3.9006
天降,4,2,0.6667,2,0.9183,3.2972
太凶,4,2,0.5,2,1.5,5.9455
太棒了,4,4,0.3333,3,2.0,6.7993
奋斗在,4,4,0.25,3,2.0,5.6832
契约,4,4,0.3333,2,1.585,12.9388
女仆,4,4,0.3333,2,1.585,7.9615
女孩,4,1,0.75,2,0.8113,6.7916
女尊,4,2,0.6667,2,1.5,4.1542
女王,4,4,0.5,2,1.0,2.1802
如此,4,2,0.5,2,1.5,9.6079
妖皇,4,2,0.6667,2,1.5,4.2238
姑娘,4,4,0.25,2,2.0,9.7391
娇妻,4,4,0.3333,2,1.585,7.43
娶妻,4,1,0.75,2,0.8113,8.4773
嫡长,4,2,0.5,2,1.0,5.9161
子风流,4,2,0.5,3,1.5,6.973
学姐,4,4,1.0,2,1.0,5.4835
学徒,4,1,0.75,2,0.8113,5.2959
孩子,4,4,0.5,2,1.0,6.8031
宇智波的,4,4,1.0,4,1.0,2.9587
完美人生,4,4,1.0,4,1.0,6.3186
宝鉴,4,2,0.6667,2,0.9183,7.5508
实业,4,1,0.75,2,0.8113,5.6183
实录,4,4,0.25,2,2.0,7.1575
家都是,4,2,0.5,3,1.5,5.0393
富二代,4,2,0.5,3,1.5,8.2384
寻宝,4,4,0.5,2,1.0,8.0654
导师,4,2,0.5,2,1.0,4.1202
将门,4,4,0.5,2,1.0,5.5616
小兵,4,2,0.6667,2,0.9183,4.8761
居然,4,4,0.5,2,1.5,8.6396
峡谷,4,4,0.25,2,2.0,12.447
峨眉,4,4,0.3333,2,1.585,13.1315
工开,4,1,0.75,2,0.8113,1.712
工程师,4,4,0.5,3,1.0,6.7052
巨人,4,4,0.5,2,1.585,2.3586
巨擘,4,1,0.75,2,0.8113,9.7891
巫妖,4,4,0.3333,2,1.585,4.9779
希腊,4,4,0.5,2,1.5,13.1315
帝成,4,2,0.5,2,1.5,1.7086
常生,4,1,0.75,2,0.8113,2.436
幻世界,4,2,0.5,3,1.5,4.5424
建立,4,1,0.75,2,0.8113,9.0933
开始修行,4,4,0.25,4,2.0,3.8417
开始变,4,1,0.75,3,0.8113,2.1818
开始成神,4,4,0.25,4,2.0,3.7307
开始的文娱,4,4,0.25,5,2.0,5.6782
开始纵横,4,1,0.75,4,0.8113,5.0261
开局加入聊天群,4,4,1.0,7,0.8113,5.9788
开局就,4,4,1.0,3,1.0,3.4912
开局成为,4,4,0.25,4,2.0,4.8331
开局拜,4,1,0.75,3,0.8113,5.867
异度,4,4,0.25,2,2.0,5.2375
当兵,4,4,0.3333,2,2.0,4.1081
当家,4,2,0.5,2,1.5,1.9176
当明星,4,2,0.5,3,1.0,4.1797
当王,4,2,0.6667,2,0.9183,2.2809
当皇帝,4,4,0.25,3,2.0,5.2549
影帝的,4,4,0.5,3,1.0,2.5843
影忍者,4,1,0.75,3,0.8113,6.5173
彼岸,4,2,0.5,2,1.5,13.295
很合理吧,4,4,0.25,4,2.0,9.8944
得道,4,4,0.5,2,1.0,4.1894
怪猎,4,4,0.0,2,-1.0,5.9392
总裁,4,2,0.5,2,1.0,10.295
情报开始,4,1,0.75,4,0.8113,4.4856
情报王,4,4,0.25,3,2.0,6.1575
惊悚,4,1,0.75,2,0.8113,11.8514
想退,4,2,0.5,2,1.5,5.862
成功,4,2,0.6667,2,0.9183,4.0661
我乃,4,4,0.25,2,2.0,3.4843
我也,4,2,0.5,2,1.5,2.1623
我以女儿身,4,2,0.5,5,1.5,5.0692
我儿,4,2,1.0,2,1.0,1.8213
我加载了,4,4,0.25,4,2.0,5.0692
我去,4,4,0.25,2,2.0,1.5774
我只会,4,4,0.25,3,2.0,4.4843
我只好,4,1,1.0,3,0.8113,4.0692
我只想当,4,4,1.0,4,0.9183,4.7473
我可不,4,1,0.75,3,0.8113,4.7473
我在古代,4,2,0.5,4,1.5,4.7473
我在大明,4,2,0.5,4,1.5,3.2217
我在现实世界,4,4,0.25,6,2.0,4.7473
我在诸天,4,4,0.25,4,2.0,2.8993
我带,4,4,0.25,2,2.0,1.6769
我怎么成,4,2,0.6667,4,1.5,4.0692
我成了女,4,4,0.25,4,2.0,4.6396
我打造了,4,4,0.25,4,2.0,5.0692
我是大,4,4,0.5,3,1.0,1.973
我有一本,4,4,0.25,4,2.0,5.0692
我没有,4,1,1.0,3,0.8113,2.0692
我爆红了,4,1,0.75,4,0.8113,4.7473
我用,4,4,0.25,2,2.0,3.3688
我的修,4,2,0.5,3,1.5,1.5613
我的女友是,4,2,0.5,5,1.5,5.0692
我的技能,4,4,0.25,4,2.0,5.0489
我的文,4,1,0.75,3,0.8113,2.7021
